編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRNMLMLNHMFFAB57CA,20,24.38,住家用,見其他登記事項,86年1月31日,二十八層,十四層
RPRNMLMLNHMFFAB57CA,20,7.45,見其他登記事項,見其他登記事項,86年1月31日,二十八層,
RPRNMLMLNHMFFAB57CA,20,4.55,共有部份,見其他登記事項,86年1月31日,二十八層,
RPRNMLMLNHMFFAB57CA,20,1.17,見其他登記事項,見其他登記事項,86年1月31日,二十八層,
RPTQMLOLNHMFFAB28CA,12,204.00,見其他登記事項,鋼筋混凝土造,94年9月9日,四層,一層 二層 三層 四層 地下一層
RPTQMLOLNHMFFAB28CA,11,3.55,見其他登記事項,鋼筋混凝土造,94年10月21日,四層,一層 二層 三層 四層 地下一層
RPSRMLOLNHMFFAB28CA,39,65.99,商業用,鋼筋混凝土造,67年5月1日,七層,三層
RPQPMLLMNHMFFAB67CA,3,.39,見其他登記事項,鋼筋混凝土造,103年5月6日,十五層,一層
RPQPMLLMNHMFFAB67CA,3,.21,見其他登記事項,鋼筋混凝土造,103年5月6日,十五層,
RPQPMLLMNHMFFAB67CA,3,62.72,見其他登記事項,鋼筋混凝土造,103年5月6日,十五層,八層
RPQPMLLMNHMFFAB67CA,3,56.80,見其他登記事項,鋼筋混凝土造,103年5月6日,十五層,
RPQOMLNJOHMFFAB57CA,1,110.99,見其他登記事項,鋼筋混凝土造,105年10月14日,十五層,七層
RPQOMLNJOHMFFAB57CA,1,63.03,見其他登記事項,鋼筋混凝土造,105年10月14日,十五層,
RPQOMLNJOHMFFAB57CA,1,28.77,見其他登記事項,鋼筋混凝土造,105年10月14日,十五層,
RPROMLNJOHMFFAB67CA,1,110.99,見其他登記事項,鋼筋混凝土造,105年10月14日,十五層,八層
RPROMLNJOHMFFAB67CA,1,47.33,見其他登記事項,鋼筋混凝土造,105年10月14日,十五層,
RPROMLNJOHMFFAB67CA,1,28.77,見其他登記事項,鋼筋混凝土造,105年10月14日,十五層,
RPUOMLNJOHMFFAB97CA,40,61.78,住家用,鋼筋混凝土造,66年8月2日,四層,二層
RPSPMLNJOHMFFAB87CA,17,94.71,見其他登記事項,鋼筋混凝土造,89年8月15日,12,三層
RPSPMLNJOHMFFAB87CA,17,19.44,見其他登記事項,鋼筋混凝土造,89年8月15日,十六層,
RPSPMLNJOHMFFAB87CA,17,11.96,見其他登記事項,鋼筋混凝土造,89年8月15日,十六層,
RPOPMLPJOHMFFAB67CA,43,85.35,住家用,見其他登記事項,63年3月21日,二層,一層 二層
RPXOMLSJOHMFFAB78CA,32,112.81,住家用,鋼筋混凝土造,74年8月5日,七層,四層
RPXOMLSJOHMFFAB78CA,32,13.97,共有部份,鋼筋混凝土造,74年8月5日,七層,
RPUOMLSJOHMFFAB48CA,32,73.08,住家用,鋼筋混凝土造,74年6月15日,五層,四層
RPUOMLSJOHMFFAB48CA,32,12.95,共有部份,鋼筋混凝土造,74年6月15日,五層,
RPROMLNKOHMFFAB77CA,3,94.20,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,三層
RPROMLNKOHMFFAB77CA,3,78.05,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,
RPROMLNKOHMFFAB77CA,3,.41,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,一層
RPTOMLNKOHMFFAB97CA,,88.18,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,四層
RPTOMLNKOHMFFAB97CA,,75.11,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,
RPTOMLNKOHMFFAB97CA,,.41,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,一層
RPUOMLNKOHMFFAB08CA,2,99.99,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,六層
RPUOMLNKOHMFFAB08CA,2,80.82,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,
RPUOMLNKOHMFFAB08CA,2,.41,見其他登記事項,鋼筋混凝土造,105年12月12日,十五層,一層
RPOTMLRKNHMFFCB48CA,22,18.60,住家用,鋼筋混凝土造,83年11月8日,八層,四層
RPOTMLRKNHMFFCB48CA,22,9.29,共有部分,鋼筋混凝土造,83年11月8日,八層,
RPOTMLRKNHMFFCB48CA,22,.23,住家用,鋼筋混凝土造,83年11月8日,八層,八層
RPTTMLRKNHMFFCB98CA,44,39.36,住家用,見其他登記事項,62年5月15日,二層,一層 二層
RPTTMLRKNHMFFCB98CA,44,78.72,住家用,見其他登記事項,62年5月15日,二層,一層 二層
RPXTMLRKNHMFFCB76CA,18,160.90,住家用,鋼筋混凝土造,88年8月30日,十四層,二層
RPXTMLRKNHMFFCB76CA,18,85.61,共有部分,鋼筋混凝土造,88年8月30日,十四層,
RPPUMLRKNHMFFCB68CA,3,304.40,見其他登記事項,鋼筋混凝土造,103年2月18日,四層,一層 二層 三層 四層 地下一層 見其他登記事項
RPPUMLRKNHMFFCB68CA,3,27.99,見其他登記事項,鋼筋混凝土造,103年2月18日,五層,
RPSVMLRKNHMFFCB09CA,25,91.85,商業用,鋼筋混凝土造,81年1月25日,七層,一層 騎樓
RPSVMLRKNHMFFCB09CA,25,12.14,共有部分,鋼筋混凝土造,81年1月25日,七層,
RPVNMLSKNHMFFCB68CA,20,.00,共有部分,鋼筋混凝土造,86年2月3日,十五層,
RPVNMLSKNHMFFCB68CA,20,1.91,住家用,鋼筋混凝土造,86年2月3日,十五層,三層
RPVNMLSKNHMFFCB68CA,20,11.08,共有部分,鋼筋混凝土造,86年2月3日,十五層,
RPVNMLSKNHMFFCB68CA,20,20.49,住家用,鋼筋混凝土造,86年2月3日,十五層,八層
RPUQMLSKNHMFFCB88CA,24,32.67,住家用,鋼筋混凝土造,82年1月18日,十五層,四層
RPUQMLSKNHMFFCB88CA,24,25.36,共有部分,鋼筋混凝土造,82年1月18日,十五層,
RPOOMLTKNHMFFCB18CA,1,106.03,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,六層
RPOOMLTKNHMFFCB18CA,1,75.12,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPROMLTKNHMFFCB48CA,1,106.03,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,七層
RPROMLTKNHMFFCB48CA,1,98.57,見其他登記事項,鋼筋混凝土造,105年9月2日,十四層,
RPORMLTKNHMFFCB48CA,21,105.76,見其他登記事項,鋼筋混凝土造,85年6月15日,十二層,十一層
RPORMLTKNHMFFCB48CA,21,48.84,共有部分,鋼筋混凝土造,85年6月15日,十二層,
RPRNMLMLNHMFFCB77CA,37,82.93,住家用,鋼筋混凝土造,68年11月15日,五層,三層
RPQOMLMLNHMFFCB77CA,19,123.93,住家用,鋼筋混凝土造,87年9月15日,十四層,七層
RPQOMLMLNHMFFCB77CA,19,17.25,共有部分,鋼筋混凝土造,87年9月15日,十四層,
RPQOMLMLNHMFFCB77CA,19,48.84,共有部分,鋼筋混凝土造,87年9月15日,十四層,
RPWPMLMLNHMFFCB48CA,5,145.38,住家用,鋼筋混凝土造,101年1月16日,十一層,四層
RPWPMLMLNHMFFCB48CA,5,164.44,見其他登記事項,鋼筋混凝土造,101年1月16日,十四層,
RPTQMLMLNHMFFCB28CA,11,60.75,住家用,鋼筋混凝土造,94年10月18日,十四層,六層
RPTQMLMLNHMFFCB28CA,11,49.06,共有部分,鋼筋混凝土造,94年10月18日,十四層,
RPWOMLQLNHMFFCB78CA,10,37.08,住家用,鋼筋混凝土造,96年9月29日,十三層,九層
RPWOMLQLNHMFFCB78CA,10,9.05,見其他登記事項,鋼筋混凝土造,96年9月29日,十三層,
RPWOMLQLNHMFFCB78CA,10,19.14,見其他登記事項,鋼筋混凝土造,96年9月29日,十三層,
RPXOMLQLNHMFFCB88CA,4,92.35,住家用,鋼筋混凝土造,102年10月24日,十五層,九層
RPXOMLQLNHMFFCB88CA,4,48.87,見其他登記事項,鋼筋混凝土造,102年10月24日,十五層,
RPXOMLQLNHMFFCB88CA,4,46.96,見其他登記事項,鋼筋混凝土造,102年10月24日,十五層,
RPVNMLNJOHMFFCB18CA,,64.18,見其他登記事項,鋼筋混凝土造,105年10月12日,九層,七層
RPVNMLNJOHMFFCB18CA,,63.31,見其他登記事項,鋼筋混凝土造,105年10月12日,九層,
RPVNMLOJOHMFFCB28CA,32,88.83,住家用,鋼筋混凝土造,73年10月4日,五層,五層
RPQSMLPJOHMFFCB38CA,9,42.39,住家用,鋼筋混凝土造,96年9月27日,十三層,六層
RPQSMLPJOHMFFCB38CA,9,16.04,見其他登記事項,鋼筋混凝土造,96年9月27日,十三層,
RPQRMLNKOHMFFCB18CA,,70.05,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,一層 見其他登記事項
RPQRMLNKOHMFFCB18CA,,81.07,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,
RPRRMLNKOHMFFCB28CA,,99.59,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,七層
RPRRMLNKOHMFFCB28CA,,107.48,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,
RPSRMLNKOHMFFCB38CA,,99.59,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,十一層
RPSRMLNKOHMFFCB38CA,,107.48,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,
RPURMLNKOHMFFCB58CA,,99.59,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,十一層
RPURMLNKOHMFFCB58CA,,107.48,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,
RPXOMLMKOHMFFCB48CA,24,84.55,住家用,鋼筋混凝土造,82年7月27日,七層,一層
RPXOMLMKOHMFFCB48CA,24,32.85,共有部分,鋼筋混凝土造,82年7月27日,七層,
RPPOMLOKOHMFFCB87CA,,99.59,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,九層
RPPOMLOKOHMFFCB87CA,,107.48,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,
RPROMLOKOHMFFCB08CA,,99.59,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,九層
RPROMLOKOHMFFCB08CA,,107.48,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,
RPSOMLOKOHMFFCB18CA,,51.26,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,一層 見其他登記事項
RPSOMLOKOHMFFCB18CA,,75.28,見其他登記事項,鋼筋混凝土造,106年1月9日,十一層,
RPTNMLRKNHMFFAL56CA,31,55.82,住家用,加強磚造,75年6月12日,二層,一層 二層 見其他登記事項
RPTNMLRKNHMFFAL56CA,31,55.82,住家用,加強磚造,75年6月12日,二層,一層 二層 見其他登記事項
RPXNMLRKNHMFFAL96CA,1,184.79,見其他登記事項,鋼筋混凝土造,105年10月14日,三層,一層 二層 三層 見其他登記事項
RPOOMLRKNHMFFAL78CA,1,181.36,見其他登記事項,鋼筋混凝土造,105年10月14日,三層,一層 二層 三層 見其他登記事項
RPWNMLPLNHMFFAL76CA,25,8.26,共用部份,鋼筋混凝土造,81年2月8日,十六層,
RPWNMLPLNHMFFAL76CA,24,.41,見其他登記事項,鋼筋混凝土造,82年2月8日,十六層,地下層
RPWNMLPLNHMFFAL76CA,25,27.52,共用部份,鋼筋混凝土造,81年2月8日,十六層,
RPWNMLPLNHMFFAL76CA,24,263.41,見其他登記事項,鋼筋混凝土造,82年2月8日,十六層,一層 二層 騎樓
RPWNMLPLNHMFFAL76CA,24,29.88,共用部份,鋼筋混凝土造,82年2月8日,十六層,
RPPNMLLJOHMFFAL18CA,11,16.92,共用部份,鋼筋混凝土造,95年9月20日,四層,
RPPNMLLJOHMFFAL18CA,11,128.62,見其他登記事項,鋼筋混凝土造,95年9月20日,三層,一層 二層 三層 地下一層 見其他登記事項
RPPNMLLJOHMFFAL18CA,11,16.92,共用部份,鋼筋混凝土造,95年9月20日,四層,
RPPNMLLJOHMFFAL18CA,11,128.62,見其他登記事項,鋼筋混凝土造,95年9月20日,三層,一層 二層 三層 地下一層 見其他登記事項
RPXNMLOLNHMFFBL86CA,,323.60,見其他登記事項,鋼筋混凝土造,105年10月7日,五層,一層 二層 三層 四層 五層
RPPNMLMKOHMFFBL48CA,23,270.68,住商用,鋼筋混凝土造,83年2月4日,四層,一層 二層 三層 四層 屋頂突出物 騎樓
RPUOMLRKNHMFFCL96CA,1,189.93,見其他登記事項,鋼筋混凝土造,105年8月25日,四層,一層 二層 三層 四層 騎樓
RPRNMLTKNHMFFCL76CA,6,185.46,見其他登記事項,鋼筋混凝土造,100年3月18日,四層,一層 二層 三層 四層
RPTPMLTKNHMFFCL17CA,,83.40,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,三層
RPTPMLTKNHMFFCL17CA,,29.36,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPTPMLTKNHMFFCL17CA,,2.20,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPUPMLTKNHMFFCL27CA,,47.42,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,三層
RPUPMLTKNHMFFCL27CA,,20.01,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPUPMLTKNHMFFCL27CA,,1.25,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPVPMLTKNHMFFCL37CA,,68.81,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,三層
RPVPMLTKNHMFFCL37CA,,63.91,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPVPMLTKNHMFFCL37CA,,1.83,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPOQMLTKNHMFFCL76CA,,83.40,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,五層
RPOQMLTKNHMFFCL76CA,,69.03,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPOQMLTKNHMFFCL76CA,,2.20,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPPQMLTKNHMFFCL86CA,,47.42,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,五層
RPPQMLTKNHMFFCL86CA,,20.01,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPPQMLTKNHMFFCL86CA,,1.25,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPQQMLTKNHMFFCL96CA,,68.81,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,五層
RPQQMLTKNHMFFCL96CA,,27.54,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPQQMLTKNHMFFCL96CA,,1.83,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPRQMLTKNHMFFCL07CA,,47.42,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,六層
RPRQMLTKNHMFFCL07CA,,20.01,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPRQMLTKNHMFFCL07CA,,1.25,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPSQMLTKNHMFFCL17CA,,68.81,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,六層
RPSQMLTKNHMFFCL17CA,,27.54,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPSQMLTKNHMFFCL17CA,,1.83,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPVQMLTKNHMFFCL47CA,,68.81,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,七層
RPVQMLTKNHMFFCL47CA,,27.54,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPVQMLTKNHMFFCL47CA,,1.83,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPXQMLTKNHMFFCL67CA,,83.40,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,九層
RPXQMLTKNHMFFCL67CA,,69.03,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPXQMLTKNHMFFCL67CA,,2.20,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPORMLTKNHMFFCL86CA,,47.42,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,九層
RPORMLTKNHMFFCL86CA,,16.70,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPORMLTKNHMFFCL86CA,,1.25,見其他登記事項,鋼筋混凝土造,106年2月7日,九層,
RPVOMLNLNHMFFCL76CA,10,15.75,住家用,鋼筋混凝土造,96年1月9日,五層,五層
RPVOMLNLNHMFFCL76CA,10,.62,見其他登記事項,鋼筋混凝土造,96年1月9日,五層,
RPVOMLNLNHMFFCL76CA,10,4.63,住家用,鋼筋混凝土造,96年1月9日,五層,
RPQOMLOLNHMFFCL98CA,43,107.20,住商用,加強磚造,63年6月19日,二層,一層 二層
RPPOMLLJOHMFFCL48CA,39,60.63,住家用,見其他登記事項,67年5月13日,一層,一層 騎樓
RPQOMLQJOHMFFCL09CA,9,70.21,住家用,鋼筋混凝土造,97年4月15日,五層,一層
RPQOMLQJOHMFFCL09CA,9,2.86,見其他登記事項,鋼筋混凝土造,97年4月15日,一層,
RPQOMLQJOHMFFCL09CA,9,17.76,見其他登記事項,鋼筋混凝土造,97年4月15日,五層,
RPSNMLOLNHMFFEL66CA,28,260.03,住商用,鋼筋混凝土造,78年6月9日,四層,一層 二層 三層 四層 屋頂突出物 騎樓
RPTOMLQLNHMFFFL17CA,1,82.88,見其他登記事項,鋼筋混凝土造,104年12月9日,十二層,三層
RPTOMLQLNHMFFFL17CA,1,64.37,見其他登記事項,鋼筋混凝土造,104年12月9日,十二層,
RPTOMLLJOHMFFFL56CA,21,158.39,住家用,鋼筋混凝土造,84年12月1日,三層,一層 二層 三層 見其他登記事項
RPVNMLSKNHMFFGL47CA,3,165.06,見其他登記事項,鋼筋混凝土造,102年10月31日,三層,一層 二層 三層 見其他登記事項
RPXNMLSKNHMFFGL67CA,25,78.98,見其他登記事項,鋼筋混凝土造,81年8月23日,十三層,一層
RPXNMLSKNHMFFGL67CA,25,20.54,共有部分,鋼筋混凝土造,81年8月23日,十三層,
RPQOMLMLNHMFFGL56CA,19,44.74,見其他登記事項,鋼筋混凝土造,87年6月6日,十一層,四層
RPQOMLMLNHMFFGL56CA,19,7.68,見其他登記事項,鋼筋混凝土造,87年6月6日,十一層,
RPQOMLMLNHMFFGL56CA,19,44.74,見其他登記事項,鋼筋混凝土造,87年6月6日,十一層,四層
RPQOMLMLNHMFFGL56CA,19,4.52,見其他登記事項,鋼筋混凝土造,87年6月6日,十一層,
RPQOMLMLNHMFFGL56CA,19,7.68,見其他登記事項,鋼筋混凝土造,87年6月6日,十一層,
RPQOMLMLNHMFFGL56CA,19,4.52,見其他登記事項,鋼筋混凝土造,87年6月6日,十一層,
RPXOMLOLNHMFFGL47CA,36,107.62,住家用,加強磚造,70年1月1日,二層,一層 二層
RPTOMLNJOHMFFGL86CA,38,90.09,見其他登記事項,鋼筋混凝土造,68年10月12日,五層,三層
RPSNMLRKNHMFFHL17CA,37,77.80,住家用,加強磚造,69年6月25日,二層,一層 二層
RPPOMLRKNHMFFHL96CA,3,67.33,見其他登記事項,鋼筋混凝土造,103年2月21日,十四層,八層
RPPOMLRKNHMFFHL96CA,3,68.59,見其他登記事項,鋼筋混凝土造,103年2月21日,十四層,
RPPPMLNLNHMFFHL76CA,25,21.52,見其他登記事項,鋼筋混凝土造,80年11月1日,七層,地下層
RPPPMLNLNHMFFHL76CA,25,99.07,見其他登記事項,鋼筋混凝土造,80年11月1日,七層,二層
RPPPMLNLNHMFFHL76CA,25,4.89,見其他登記事項,鋼筋混凝土造,80年11月1日,七層,
RPWNMLPLNHMFFHL47CA,3,113.71,見其他登記事項,鋼筋混凝土造,103年8月6日,十五層,四層
RPWNMLPLNHMFFHL47CA,3,33.86,見其他登記事項,鋼筋混凝土造,103年8月6日,十五層,
RPWNMLPLNHMFFHL47CA,3,55.13,見其他登記事項,鋼筋混凝土造,103年8月6日,十五層,
RPVNMLQLNHMFFHL47CA,23,68.22,見其他登記事項,鋼筋混凝土造,83年8月6日,十二層,六層
RPVNMLQLNHMFFHL47CA,23,25.24,見其他登記事項,鋼筋混凝土造,83年8月6日,十二層,
RPQNMLRLNHMFFHL07CA,25,186.08,見其他登記事項,鋼筋混凝土造,80年10月20日,十二層,七層
RPQNMLRLNHMFFHL07CA,25,36.93,見其他登記事項,鋼筋混凝土造,80年10月20日,十二層,
RPQNMLRLNHMFFHL07CA,25,10.01,見其他登記事項,鋼筋混凝土造,80年10月20日,十二層,地下層
RPPNMLLMNHMFFHL09CA,2,83.47,見其他登記事項,鋼筋混凝土造,104年9月15日,十四層,三層
RPPNMLLMNHMFFHL09CA,2,67.92,見其他登記事項,鋼筋混凝土造,104年9月15日,十四層,
RPOOMLLJOHMFFHL88CA,36,81.92,住商用,加強磚造,70年2月25日,二層,一層 二層 騎樓
RPSNMLRKNHMFFIL27CA,19,76.44,見其他登記事項,鋼筋混凝土造,87年6月26日,七層,五層
RPSNMLRKNHMFFIL27CA,19,33.55,見其他登記事項,鋼筋混凝土造,87年6月26日,七層,
RPTNMLRKNHMFFIL37CA,8,146.32,見其他登記事項,見其他登記事項,98年7月15日,四層,一層 二層 三層 四層
RPWNMLMKOHMFFIL27CA,36,55.44,住家用,鋼筋混凝土造,70年5月20日,四層,四層
RPXNMLMKOHMFFIL37CA,36,98.43,住商用,加強磚造,69年12月1日,二層,一層 二層 陽台 電梯樓梯間
RPTNMLNLNHMFFAL98DA,43,177.66,住家用,加強磚造,62年11月28日,三層,一層 二層 三層
RPQNMLPLNHMFFIL07DA,32,123.52,住家用,加強磚造,73年11月27日,二層,一層 二層 電梯樓梯間
RPVNMLMKOHMFFIL37EA,23,187.24,住家用,鋼筋混凝土造,82年11月15日,四層,一層 二層 三層 四層 屋頂突出物
RPPNMLTKNHMFFIL17CA,37,74.19,住家用,加強磚造,69年4月1日,四層,四層 電梯樓梯間
RPUNMLMLNHMFFIL07CA,36,98.37,住商用,加強磚造,69年12月29日,二層,一層 二層 騎樓 電梯樓梯間
RPRNMLQLNHMFFIL17CA,23,260.00,住商用,鋼筋混凝土造,82年11月11日,四層,一層 二層 三層 四層 屋頂突出物
RPTNMLLMNHMFFIL96CA,10,167.66,見其他登記事項,見其他登記事項,96年7月9日,一層,一層
RPRNMLQJOHMFFGL86CA,1,85.85,見其他登記事項,鋼筋混凝土造,104年8月10日,九層,二層
RPRNMLQJOHMFFGL86CA,1,72.86,見其他登記事項,鋼筋混凝土造,104年8月10日,九層,
RPPOMLQJOHMFFGL76CA,24,107.53,見其他登記事項,鋼筋混凝土造,82年7月23日,七層,五層
RPPOMLQJOHMFFGL76CA,24,30.81,共有部分,鋼筋混凝土造,82年7月23日,七層,
RPPOMLQJOHMFFGL76CA,24,.69,見其他登記事項,鋼筋混凝土造,82年7月23日,七層,地下層
RPTOMLQJOHMFFGL17CA,10,180.84,見其他登記事項,鋼筋混凝土造,96年10月8日,三層,一層 二層 三層 見其他登記事項
RPQNMLKKOHMFFGL88CA,,101.68,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,六層
RPQNMLKKOHMFFGL88CA,,78.10,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,
RPRNMLKKOHMFFGL98CA,,101.68,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,十二層
RPRNMLKKOHMFFGL98CA,,78.10,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,
RPSNMLKKOHMFFGL09CA,,98.46,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,三層
RPSNMLKKOHMFFGL09CA,,76.43,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,
RPTNMLKKOHMFFGL56CA,,98.46,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,八層
RPTNMLKKOHMFFGL56CA,,76.43,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,
RPUNMLKKOHMFFGL66CA,,93.35,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,三層
RPUNMLKKOHMFFGL66CA,,73.83,見其他登記事項,鋼筋混凝土造,105年12月19日,十五層,
RPSOMLMJOHMFFGL66CA,23,.12,見其他登記事項,鋼筋混凝土造,83年4月15日,十二層,一層
RPSOMLMJOHMFFGL66CA,23,7.32,共有部分,鋼筋混凝土造,83年4月15日,十二層,
RPSOMLMJOHMFFGL66CA,23,7.39,共有部分,鋼筋混凝土造,83年4月15日,十二層,
RPSOMLMJOHMFFGL66CA,23,84.18,見其他登記事項,鋼筋混凝土造,83年4月15日,十二層,三層
RPSOMLMJOHMFFGL66CA,23,22.91,共有部分,鋼筋混凝土造,83年4月15日,十二層,
RPPNMLQLNHMFFGL76CA,1,229.45,見其他登記事項,鋼筋混凝土造,105年8月31日,四層,一層 二層 三層 四層
RPRNMLPLNHMFFGL86CA,21,48.01,見其他登記事項,鋼筋混凝土造,85年1月19日,十四層,七層
RPRNMLPLNHMFFGL86CA,21,13.51,共有部分,鋼筋混凝土造,85年1月19日,十四層,
