編號,車位類別,車位價格,車位面積平方公尺
RPTOMLLJOHMFFGE58CA,坡道平面,1450000,16.73
RPPNMLMJOHMFFGE18CA,坡道平面,1200000,19.18
RPQOMLNLNHMFFIE78CA,坡道平面,0,20.24
RPSNMLQJOHMFFIE09CA,坡道平面,0,
RPUNMLQJOHMFFIE66CA,坡道平面,0,
RPVNMLQJOHMFFIE76CA,坡道平面,0,
RPWNMLQJOHMFFIE86CA,坡道平面,0,
RPXNMLQJOHMFFIE96CA,坡道平面,0,
RPPOMLQJOHMFFIE88CA,坡道平面,0,
RPQOMLQJOHMFFIE98CA,坡道平面,0,
RPPNMLRJOHMFFIE88CA,坡道平面,0,
RPOOMLNKOHMFFIE58CA,坡道機械,0,15.38
RPQNMLMJOHMFFAE77DA,坡道平面,0,
RPRNMLMKOHMFFGE58DA,坡道平面,0,
RPPOMLOLNHMFFIE78CA,坡道平面,0,
RPVNMLTJOHMFFGE86CA,升降平面,0,
RPUNMLMLNHMFFGE78CA,坡道平面,0,
RPQNMLTKNHMFFGE98CA,坡道平面,0,
RPQNMLTKNHMFFGE98CA,坡道平面,0,
RPWNMLTKNHMFFGE96CA,坡道平面,0,
RPXNMLTKNHMFFGE07CA,坡道平面,0,
RPROMLTKNHMFFGE56CA,坡道平面,0,
RPTOMLTKNHMFFGE76CA,坡道平面,0,
RPOPMLSKNHMFFGE88CA,坡道平面,0,
RPPPMLSKNHMFFGE98CA,坡道平面,0,
RPQPMLSKNHMFFGE09CA,坡道平面,0,
RPXOMLRKNHMFFGE96CA,坡道平面,0,
RPWQMLRJOHMFFEE86CA,坡道平面,0,22.99
RPWQMLRJOHMFFEE86CA,坡道平面,0,22.99
RPVQMLOKOHMFFEE56CA,坡道平面,0,
RPWQMLOKOHMFFEE66CA,坡道平面,0,
RPQPMLLJOHMFFEE18CA,坡道平面,0,17.73
RPOOMLLJOHMFFEE87CA,坡道平面,0,
RPXPMLPLNHMFFEE76CA,坡道平面,0,
RPRSMLMLNHMFFEE78CA,坡道機械,0,10.04
RPTNMLKLNHMFFEE28CA,坡道平面,0,15.19
RPQNMLKLNHMFFEE97CA,坡道機械,600000,5.11
RPVNMLTKNHMFFEE66CA,坡道平面,0,
RPWNMLSKNHMFFEE66CA,坡道平面,0,22.55
RPXNMLSKNHMFFEE76CA,坡道平面,0,
RPSNMLSKNHMFFEE88CA,坡道平面,0,17.73
RPRPMLRKNHMFFEE88CA,坡道平面,0,28.69
RPVPMLRKNHMFFEE66CA,坡道平面,0,20.42
RPXPMLRKNHMFFEE86CA,坡道平面,0,20.42
RPQOMLQJOHMFFDE48CA,坡道平面,0,21.09
RPTNMLLJOHMFFDE18CA,坡道機械,0,10.34
RPQNMLLMNHMFFDE08CA,坡道平面,0,32.33
RPQNMLLMNHMFFDE08CA,坡道平面,0,32.33
RPSNMLPLNHMFFDE58CA,坡道平面,0,
RPRNMLMLNHMFFDE18CA,塔式車位,0,
RPROMLQJOHMFFCE48CA,坡道平面,0,37.22
RPVNMLMLNHMFFCE48CA,坡道機械,0,
RPRNMLTKNHMFFCE68CA,坡道機械,0,
RPQNMLTJOHMFFBE48CA,坡道平面,0,
RPQNMLTJOHMFFBE48CA,坡道平面,0,
RPQNMLTJOHMFFBE48CA,坡道平面,0,
RPVOMLLMNHMFFBE48CA,坡道平面,0,
RPUNMLTKNHMFFBE88CA,坡道機械,0,5.77
RPQNMLKLNHMFFBE67CA,坡道平面,0,20.49
RPRNMLKLNHMFFBE77CA,坡道機械,0,12.44
RPXOMLLJOHMFFAE38CA,坡道機械,0,14.55
RPSNMLQLNHMFFAE38CA,坡道機械,1200000,11.24
RPTNMLMLNHMFFAE08CA,坡道平面,0,19.84
RPTNMLMLNHMFFAE08CA,坡道平面,0,19.84
RPTNMLMLNHMFFAE08CA,坡道平面,0,19.84
RPTNMLMLNHMFFAE08CA,坡道平面,0,19.84
RPVNMLMLNHMFFAE28CA,坡道平面,0,19.84
RPVNMLMLNHMFFAE28CA,坡道平面,0,19.84
RPVNMLMLNHMFFAE28CA,坡道平面,0,19.84
RPVNMLMLNHMFFAE28CA,坡道平面,0,19.84
RPTNMLKLNHMFFAE87CA,坡道平面,0,
RPQNMLMLNHMFFAE77CA,坡道平面,800000,18.02
RPVNMLNJOHMFFAE28CA,坡道平面,0,
RPOPMLLJOHMFFAE57CA,坡道平面,0,16.22
RPOPMLLJOHMFFAE57CA,坡道平面,0,16.22
RPRNMLTJOHMFFAE48CA,坡道平面,0,
RPRNMLQJOHMFFAE18CA,坡道平面,0,16.21
RPRNMLNJOHMFFBE97CA,坡道平面,0,
RPSNMLLJOHMFFBE87CA,坡道平面,0,
RPSNMLLJOHMFFBE87CA,坡道平面,0,
RPTNMLLJOHMFFBE97CA,坡道平面,0,
RPXNMLOKOHMFFBE78CA,坡道機械,0,7.45
RPPOMLNLNHMFFCE08CA,坡道平面,0,
RPSNMLNLNHMFFCE28CA,坡道平面,0,16.51
RPTNMLOLNHMFFCE48CA,坡道平面,0,
RPQNMLMJOHMFFCE87CA,坡道平面,1250000,22.22
RPSPMLMJOHMFFCE28CA,坡道機械,0,
RPWOMLSKNHMFFDE66CA,坡道平面,0,22.12
RPTOMLTKNHMFFDE09CA,坡道平面,0,
RPTOMLMLNHMFFDE48CA,坡道平面,0,
RPPNMLOLNHMFFDE18CA,坡道平面,0,25.70
RPXOMLMLNHMFFDE88CA,坡道平面,0,
RPRNMLQLNHMFFDE58CA,坡道機械,0,
RPXNMLLMNHMFFDE78CA,坡道平面,0,
RPWNMLNJOHMFFDE68CA,坡道平面,0,
RPPOMLSJOHMFFDE58CA,坡道平面,1400000,36.00
RPQOMLSJOHMFFDE68CA,坡道平面,1600000,36.00
RPQOMLSJOHMFFDE68CA,坡道平面,1500000,33.71
RPRNMLPJOHMFFDE38CA,坡道平面,0,24.09
RPSQMLMKOHMFFDE58CA,坡道平面,0,
RPPOMLSKNHMFFEE68CA,坡道平面,1150000,35.47
RPXNMLTKNHMFFEE86CA,坡道機械,0,10.04
RPQNMLTKNHMFFEE78CA,坡道機械,0,
RPROMLMLNHMFFEE38CA,坡道平面,0,17.93
RPTOMLMLNHMFFEE58CA,坡道平面,0,17.93
RPTOMLMLNHMFFEE58CA,坡道機械,0,10.76
RPPRMLMLNHMFFEE48CA,坡道平面,0,20.67
RPQQMLNLNHMFFEE58CA,坡道平面,0,
RPRQMLNLNHMFFEE68CA,坡道平面,0,
RPUNMLOLNHMFFEE78CA,坡道平面,0,
RPQNMLQLNHMFFEE58CA,坡道平面,0,17.93
RPQNMLQLNHMFFEE58CA,坡道機械,0,10.76
RPQNMLSLNHMFFEE78CA,坡道平面,0,41.37
RPRNMLSLNHMFFEE88CA,坡道平面,0,41.37
RPXNMLLMNHMFFEE88CA,坡道平面,0,14.94
RPSPMLNKOHMFFEE68CA,坡道平面,1500000,25.37
RPWNMLSJOHMFFEE66CA,坡道平面,0,25.84
RPWNMLSJOHMFFEE66CA,坡道平面,0,25.84
RPWNMLSJOHMFFEE66CA,坡道平面,0,25.84
RPPNMLMKOHMFFEE08CA,坡道平面,0,22.64
RPVNMLMKOHMFFEE68CA,坡道平面,0,
RPWNMLMKOHMFFEE78CA,坡道機械,0,
RPWOMLLLNHMFFGE98CA,坡道平面,0,19.23
RPSNMLOLNHMFFGE78CA,坡道平面,0,
RPWNMLNLNHMFFGE09CA,坡道機械,0,
RPXNMLNLNHMFFGE56CA,坡道機械,750000,17.42
RPUNMLRLNHMFFGE66CA,坡道平面,400000,26.03
RPRNMLLMNHMFFGE48CA,坡道機械,750000,17.42
RPSNMLLMNHMFFGE58CA,坡道機械,600000,17.42
RPUOMLQLNHMFFGE66CA,坡道機械,600000,17.42
RPROMLMJOHMFFGE48CA,坡道平面,0,
RPVNMLMKOHMFFLE76CA,坡道機械,0,
RPSNMLPJOHMFFIE98CA,坡道平面,0,33.05
RPTNMLPJOHMFFGE88CA,坡道平面,0,
RPVOMLNJOHMFFGE98CA,坡道平面,0,
RPVOMLQJOHMFFGE66CA,坡道機械,0,
RPPQMLNKOHMFFGE68CA,坡道機械,1000000,18.28
RPSOMLQLNHMFFGE09CA,坡道機械,750000,17.42
RPWOMLPLNHMFFGE76CA,坡道平面,0,
RPRPMLLMNHMFFGE68CA,坡道平面,0,
RPQNMLLMNHMFFGE38CA,坡道機械,750000,17.42
RPRPMLMLNHMFFGE68CA,坡道平面,0,
RPVNMLNLNHMFFGE98CA,坡道機械,600000,17.42
RPVPMLMLNHMFFGE09CA,坡道平面,0,30.45
RPWPMLMLNHMFFGE56CA,升降機械,0,22.49
RPOOMLMKOHMFFFE18CA,坡道機械,0,
RPOOMLKKOHMFFEE87CA,坡道機械,0,
RPPOMLKKOHMFFEE97CA,坡道機械,0,
RPTOMLNKOHMFFEE68CA,坡道平面,0,
RPVNMLOKOHMFFEE88CA,坡道機械,0,8.07
RPUNMLLJOHMFFEE38CA,坡道平面,0,
RPOOMLMJOHMFFEE97CA,坡道機械,0,
RPXNMLQJOHMFFEE56CA,坡道平面,0,31.18
RPQOMLNJOHMFFEE28CA,坡道平面,0,
RPSNMLSLNHMFFEE98CA,坡道平面,0,41.37
RPRNMLQLNHMFFEE68CA,坡道平面,0,
RPPPMLMLNHMFFEE28CA,坡道平面,0,
RPPOMLTKNHMFFEE78CA,坡道平面,0,28.88
RPROMLTKNHMFFEE98CA,坡道平面,0,28.88
RPUNMLMLNHMFFDE48CA,坡道機械,0,6.47
RPRNMLQJOHMFFBE28CA,坡道機械,0,5.14
RPPOMLLMNHMFFBE87CA,坡道平面,1950000,23.01
RPQOMLLMNHMFFBE97CA,坡道平面,1900000,20.82
RPXNMLRJOHMFFAE88CA,坡道機械,0,
RPRNMLMKOHMFFAE87CA,坡道機械,0,
RPQNMLOKOHMFFAE97CA,坡道平面,0,30.50
RPRNMLOKOHMFFAE08CA,坡道平面,0,30.50
RPXNMLOKOHMFFAE68CA,坡道平面,0,
RPPOMLOKOHMFFAE97CA,坡道平面,0,
RPQPMLLJOHMFFAE77CA,坡道平面,0,16.22
RPQPMLLJOHMFFAE77CA,坡道平面,0,18.79
RPTOMLMJOHMFFAE08CA,坡道機械,0,
RPPNMLNLNHMFFAE77CA,坡道平面,0,
RPRNMLNLNHMFFAE97CA,坡道平面,0,16.54
RPRNMLNLNHMFFAE97CA,坡道平面,0,16.54
RPVOMLQLNHMFFAE78CA,坡道機械,0,13.23
RPQNMLPLNHMFFAE08CA,坡道平面,0,
RPSNMLMLNHMFFAE97CA,坡道平面,0,
RPQNMLTLNHMFFAE48CA,坡道平面,0,33.37
RPQNMLTLNHMFFAE48CA,坡道平面,0,33.37
RPTPMLRJOHMFFAE68CA,坡道平面,1600000,27.85
RPPNMLKMNHMFFBE67CA,坡道機械,0,
RPPNMLTLNHMFFCE58CA,坡道機械,1200000,22.09
RPTNMLQJOHMFFCE58CA,坡道平面,0,
RPUOMLMLNHMFFDE58CA,坡道機械,0,
RPSPMLLJOHMFFDE28CA,坡道平面,0,24.98
RPQNMLNJOHMFFDE08CA,坡道平面,0,32.33
RPQNMLNJOHMFFDE08CA,坡道平面,0,32.33
RPRNMLLMNHMFFDE18CA,升降機械,0,16.03
RPSNMLLMNHMFFDE28CA,升降平面,0,42.97
RPTNMLNLNHMFFEE58CA,坡道平面,0,
RPTOMLPLNHMFFEE88CA,坡道平面,0,24.28
RPRPMLPLNHMFFEE78CA,坡道平面,0,
RPRPMLPLNHMFFEE78CA,坡道平面,0,
RPRPMLPLNHMFFEE78CA,坡道平面,0,
RPQPMLQLNHMFFEE78CA,坡道平面,0,25.72
RPPNMLRLNHMFFEE58CA,坡道機械,900000,13.75
RPQOMLRLNHMFFEE78CA,坡道機械,1100000,23.38
RPROMLRLNHMFFEE88CA,坡道平面,1900000,30.20
RPXNMLLJOHMFFEE68CA,坡道平面,0,
RPPOMLNJOHMFFEE18CA,坡道機械,0,
RPTNMLKMNHMFFEE38CA,坡道平面,0,25.32
RPVNMLKMNHMFFEE58CA,坡道平面,0,24.28
RPVNMLRKOHMFFEE56CA,坡道機械,0,
RPPQMLNKOHMFFEE48CA,坡道平面,0,
RPPQMLNKOHMFFEE48CA,坡道平面,0,
RPQQMLRJOHMFFEE88CA,坡道平面,0,25.09
RPSOMLNLNHMFFGE78CA,坡道平面,0,18.12
RPPQMLQLNHMFFGE98CA,坡道平面,0,24.79
RPPNMLQLNHMFFGE68CA,坡道平面,0,13.36
RPQNMLQLNHMFFGE78CA,坡道平面,0,15.54
RPRNMLQLNHMFFGE88CA,坡道平面,0,13.36
RPSNMLQLNHMFFGE98CA,坡道平面,0,13.36
RPTNMLQLNHMFFGE09CA,坡道平面,0,15.54
RPUNMLQLNHMFFGE56CA,坡道平面,0,15.54
RPVNMLQLNHMFFGE66CA,坡道平面,0,15.54
RPWNMLQLNHMFFGE76CA,坡道平面,0,15.54
RPTOMLOLNHMFFGE98CA,坡道平面,0,23.13
RPSPMLQLNHMFFGE56CA,坡道平面,0,
RPOPMLNJOHMFFGE38CA,坡道機械,0,
RPOPMLMJOHMFFGE28CA,坡道機械,0,
RPQNMLOLNHMFFIE78CA,坡道平面,0,
RPSOMLOKOHMFFIE09CA,坡道平面,0,
RPXNMLLLOHMFFIE66CA,坡道機械,0,
RPOOMLLLOHMFFIE48CA,坡道機械,0,
RPPOMLLLOHMFFIE58CA,坡道機械,0,
RPRNMLLLOHMFFIE68CA,坡道平面,0,
RPXOMLTKOHMFFDE07DA,坡道平面,0,
RPUOMLRJOHMFFGE66CA,坡道平面,0,30.20
RPUOMLRJOHMFFGE66CA,坡道平面,0,26.30
RPQNMLOKOHMFFGE58CA,坡道機械,0,
RPXNMLQKOHMFFGE86CA,坡道平面,0,
RPQOMLQKOHMFFGE88CA,坡道平面,0,
RPTOMLPLNHMFFGE09CA,坡道平面,0,18.12
RPTOMLPLNHMFFGE09CA,坡道平面,0,18.12
RPSOMLOLNHMFFGE88CA,坡道平面,0,23.13
RPPNMLPLNHMFFGE58CA,坡道平面,0,
RPQNMLPLNHMFFGE68CA,坡道平面,0,
RPRNMLPLNHMFFGE78CA,坡道平面,0,
RPTNMLPLNHMFFGE98CA,坡道平面,0,
RPUNMLPLNHMFFGE09CA,坡道平面,0,
RPVNMLPLNHMFFGE56CA,坡道平面,0,
RPWPMLSJOHMFFEE86CA,坡道平面,1380000,17.81
RPXOMLMKOHMFFEE98CA,坡道機械,880000,6.91
RPQPMLQKOHMFFEE78CA,坡道平面,1000000,15.88
RPUNMLKLOHMFFEE48CA,坡道平面,1250000,37.60
RPVNMLKLOHMFFEE58CA,坡道平面,1250000,34.63
RPVQMLKLOHMFFEE88CA,坡道平面,1250000,37.60
RPWQMLKLOHMFFEE98CA,坡道平面,1250000,37.60
RPXQMLKLOHMFFEE09CA,坡道機械,700000,29.28
RPORMLKLOHMFFEE28CA,坡道機械,700000,29.28
RPPRMLKLOHMFFEE38CA,坡道機械,700000,29.28
RPQRMLKLOHMFFEE48CA,坡道機械,650000,29.28
RPRNMLLMNHMFFEE28CA,坡道平面,0,38.51
RPSNMLLMNHMFFEE38CA,坡道平面,0,38.51
RPPOMLMJOHMFFEE08CA,坡道平面,0,
RPROMLLJOHMFFEE18CA,坡道平面,0,
RPOOMLQJOHMFFEE38CA,坡道平面,950000,6.26
RPQOMLQJOHMFFEE58CA,坡道平面,1000000,6.26
RPOPMLNJOHMFFEE18CA,坡道平面,0,
RPOPMLNJOHMFFEE18CA,坡道平面,0,
RPROMLNJOHMFFEE38CA,坡道平面,0,
RPVNMLQLNHMFFEE09CA,坡道平面,0,16.97
RPWQMLMKOHMFFDE98CA,坡道機械,0,
RPTNMLRJOHMFFDE78CA,坡道平面,0,
RPTOMLQLNHMFFDE88CA,坡道平面,0,24.62
RPTOMLQLNHMFFDE88CA,坡道平面,0,24.62
RPRPMLLMNHMFFDE38CA,坡道機械,0,
RPROMLNJOHMFFDE28CA,坡道機械,0,
RPTNMLQJOHMFFDE68CA,坡道平面,0,
RPPOMLPJOHMFFCE18CA,坡道平面,1200000,15.05
RPOOMLLMNHMFFCE87CA,坡道平面,0,
RPOPMLQLNHMFFCE38CA,坡道機械,0,15.63
RPPNMLQLNHMFFCE28CA,坡道平面,0,22.05
RPWOMLQLNHMFFBE98CA,坡道平面,0,
RPWNMLPLNHMFFBE78CA,坡道平面,0,18.35
RPWNMLPLNHMFFBE78CA,坡道平面,0,18.35
RPUOMLQLNHMFFBE78CA,坡道平面,0,18.35
RPSOMLNJOHMFFAE08CA,坡道機械,0,8.25
RPXNMLOLNHMFFAE68CA,坡道平面,0,21.49
RPXNMLPLNHMFFAE78CA,坡道平面,0,16.66
RPXNMLPLNHMFFAE78CA,坡道平面,0,16.66
RPOOMLQLNHMFFAE08CA,坡道平面,0,16.54
RPOOMLQLNHMFFAE08CA,坡道平面,0,16.54
RPRNMLTLNHMFFAE58CA,坡道平面,0,33.37
RPRNMLTLNHMFFAE58CA,坡道平面,0,33.37
RPQNMLSLNHMFFAE38CA,坡道平面,0,
RPWNMLMJOHMFFAE28CA,坡道平面,0,16.99
RPPOMLMJOHMFFAE67CA,坡道平面,0,
RPTOMLNJOHMFFAE18CA,坡道機械,0,
RPXNMLNJOHMFFBE58CA,坡道平面,0,
RPUNMLMKOHMFFBE28CA,坡道平面,0,14.64
RPUNMLMKOHMFFBE28CA,坡道平面,0,14.64
RPQPMLSJOHMFFCE68CA,坡道平面,1500000,28.44
RPWNMLRJOHMFFCE98CA,坡道平面,600000,4.47
RPQOMLNJOHMFFDE18CA,坡道平面,0,
RPSOMLLJOHMFFDE18CA,升降機械,0,
RPRPMLKLOHMFFDE28CA,坡道平面,0,
RPTOMLOLNHMFFEE78CA,坡道平面,1200000,35.47
RPXOMLPLNHMFFEE66CA,坡道平面,0,25.76
RPVPMLOLNHMFFEE09CA,坡道平面,0,20.42
RPRQMLOLNHMFFEE78CA,坡道平面,0,
RPUQMLOLNHMFFEE09CA,坡道平面,0,
RPPQMLPLNHMFFEE68CA,坡道平面,0,12.65
RPRNMLRLNHMFFEE78CA,坡道機械,600000,14.82
RPUOMLNJOHMFFEE68CA,坡道機械,950000,10.55
RPTOMLPJOHMFFEE78CA,坡道平面,0,17.06
RPXPMLRJOHMFFEE86CA,坡道平面,0,23.17
RPRNMLRJOHMFFEE68CA,坡道平面,0,19.05
RPSNMLNJOHMFFEE38CA,坡道平面,0,36.27
RPUPMLNKOHMFFEE88CA,坡道平面,0,
RPUPMLNKOHMFFEE88CA,坡道平面,0,
RPQNMLNKOHMFFEE28CA,坡道平面,1300000,26.44
RPTOMLKKOHMFFEE38CA,坡道機械,0,
RPSNMLMKOHMFFEE38CA,坡道平面,0,22.64
RPXOMLQKOHMFFEE76CA,坡道平面,1200000,17.13
RPTNMLLMNHMFFGE68CA,坡道平面,0,24.79
RPVOMLQLNHMFFGE76CA,坡道平面,400000,26.03
RPUNMLQJOHMFFGE09CA,坡道平面,0,
RPQNMLNJOHMFFGE38CA,坡道平面,400000,26.03
RPVNMLTKOHMFFGE96CA,坡道機械,0,
RPRNMLLLOHMFFGE48CA,坡道機械,750000,18.81
RPSNMLLLOHMFFGE58CA,坡道機械,700000,18.81
RPTNMLLLOHMFFGE68CA,坡道機械,700000,18.81
RPUNMLLLOHMFFGE78CA,坡道機械,650000,18.81
RPXNMLNJOHMFFIE66CA,坡道平面,0,
RPXNMLNJOHMFFIE66CA,坡道平面,0,
RPWNMLLMNHMFFIE56CA,坡道平面,0,
RPQOMLMKOHMFFIE68CA,坡道機械,0,15.38
RPVNMLTJOHMFFIE07CA,坡道平面,0,
RPXNMLTJOHMFFIE27CA,坡道平面,0,
RPOOMLTJOHMFFIE09CA,坡道平面,0,
RPQOMLTJOHMFFIE66CA,坡道平面,0,
RPQNMLSJOHMFFLE76CA,坡道平面,0,
RPUOMLQKOHMFFGE76DA,坡道平面,0,
RPUPMLQLNHMFFGE86DA,坡道平面,0,
RPSOMLQLNHMFFEE98DA,坡道平面,0,
RPWNMLQKOHMFFCE09DA,坡道平面,0,
RPSNMLQLOHMFFAE58DA,坡道平面,0,
RPSNMLQLOHMFFAE58DA,坡道平面,0,
RPRNMLLMNHMFFLE98CA,坡道平面,0,
RPPNMLQLNHMFFJE98CA,一樓平面,0,
RPUPMLTKOHMFFIE27CA,坡道平面,1280000,21.37
RPQOMLRJOHMFFIE09CA,坡道平面,0,20.24
RPSNMLMLOHMFFGE68CA,坡道平面,800000,29.86
RPTNMLMLOHMFFGE78CA,坡道機械,400000,18.28
RPRNMLMJOHMFFGE38CA,坡道平面,0,
RPSNMLMJOHMFFGE48CA,坡道平面,0,
RPTNMLMJOHMFFGE58CA,坡道平面,0,
RPUNMLMJOHMFFGE68CA,坡道平面,0,
RPSOMLPJOHMFFGE88CA,坡道平面,0,
RPPNMLPKOHMFFGE58CA,坡道平面,0,
RPQNMLPKOHMFFGE68CA,坡道平面,0,
RPSNMLPKOHMFFGE88CA,坡道平面,0,
RPTNMLPKOHMFFGE98CA,坡道平面,0,
RPTNMLNJOHMFFFE58CA,坡道平面,1160000,24.91
RPUNMLNJOHMFFFE68CA,坡道平面,1160000,24.91
RPVNMLNJOHMFFFE78CA,坡道平面,1160000,24.91
RPTNMLSJOHMFFEE98CA,坡道平面,0,15.88
RPSQMLRJOHMFFEE09CA,坡道平面,0,20.42
RPSQMLRJOHMFFEE09CA,坡道平面,0,20.42
RPTQMLRJOHMFFEE56CA,坡道平面,0,23.14
RPTQMLRJOHMFFEE56CA,坡道平面,0,23.14
RPTQMLRJOHMFFEE56CA,坡道平面,0,23.14
RPTNMLQKOHMFFEE88CA,坡道平面,0,
RPTNMLRKOHMFFEE98CA,坡道機械,0,
RPQOMLTKOHMFFEE98CA,坡道平面,0,19.14
RPROMLTKOHMFFEE09CA,坡道平面,0,19.14
RPOOMLKLOHMFFEE97CA,坡道平面,0,16.52
RPUNMLTLNHMFFEE66CA,坡道平面,0,13.50
RPVNMLTLNHMFFEE76CA,坡道平面,0,13.50
RPWNMLTLNHMFFEE86CA,坡道平面,0,15.19
RPWNMLLJOHMFFEE58CA,坡道平面,0,
RPOPMLQJOHMFFEE48CA,坡道平面,0,29.47
RPSNMLQJOHMFFEE68CA,坡道平面,0,
RPUPMLMKOHMFFDE68CA,坡道平面,0,
RPWNMLKLOHMFFDE58CA,坡道平面,0,25.40
RPUNMLRLNHMFFDE98CA,坡道機械,500000,8.17
RPUNMLRLNHMFFDE98CA,坡道機械,500000,8.17
RPPNMLRLNHMFFDE48CA,坡道平面,1000000,23.83
RPSOMLQLNHMFFDE78CA,一樓平面,0,
RPTOMLLMNHMFFDE48CA,坡道平面,0,25.70
RPVOMLLMNHMFFDE68CA,坡道平面,0,27.62
RPTNMLNJOHMFFDE38CA,坡道平面,0,28.70
RPXNMLPLNHMFFDE09CA,坡道機械,0,
RPRNMLSJOHMFFCE58CA,坡道機械,0,
RPWNMLMKOHMFFBE48CA,坡道平面,0,39.90
RPWNMLMKOHMFFBE48CA,坡道機械,0,19.47
RPSNMLMKOHMFFBE08CA,坡道平面,0,39.90
RPSNMLMKOHMFFBE08CA,坡道機械,0,19.47
RPQNMLTLNHMFFCE68CA,坡道平面,0,16.16
RPTOMLQJOHMFFBE58CA,坡道平面,0,23.51
RPROMLMJOHMFFBE97CA,坡道平面,2100000,17.17
RPPOMLQLNHMFFBE28CA,坡道平面,0,18.35
RPPOMLQLNHMFFBE28CA,坡道平面,0,18.35
RPUNMLTLNHMFFBE98CA,坡道平面,0,20.49
RPUNMLLMNHMFFBE28CA,升降機械,0,5.60
RPQNMLRJOHMFFAE18CA,坡道平面,0,17.98
RPRNMLRJOHMFFAE28CA,坡道平面,0,17.98
RPWOMLMKOHMFFAE48CA,坡道平面,0,
RPWOMLMKOHMFFAE48CA,坡道平面,0,
RPPOMLKLOHMFFAE67CA,坡道機械,0,
RPSNMLOKOHMFFAE18CA,坡道平面,0,19.89
RPSNMLOKOHMFFAE18CA,坡道平面,0,19.89
RPTNMLOKOHMFFAE28CA,坡道平面,0,19.89
RPUNMLOKOHMFFAE38CA,坡道平面,0,29.45
RPOOMLLMNHMFFAE67CA,坡道平面,0,20.49
RPPNMLLMNHMFFAE67CA,坡道平面,0,16.66
RPQNMLLMNHMFFAE77CA,坡道平面,0,16.66
RPQNMLLMNHMFFAE77CA,坡道平面,0,16.66
RPSOMLLJOHMFFAE87CA,坡道平面,0,26.00
RPQNMLRLNHMFFAE28CA,坡道平面,0,
RPQNMLRLNHMFFAE28CA,坡道平面,0,
RPRNMLLJOHMFFAE67CA,升降機械,0,9.02
RPSNMLSLNHMFFAE58CA,坡道機械,0,
RPSNMLMKOHMFFAE97CA,坡道平面,0,
