鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
內湖區,建物,臺北市內湖區臺北市瑞光路391~420號,0.0,工,,,1060512,土地0建物1車位0,見其他登記事項,13,店面(店鋪),商業用,鋼筋混凝土造,0920821,391.93,0,0,0,無,有,無,199500,509,,0.0,0,房租含稅,RPVQMLQKNHMFFCA88CC
內湖區,建物,臺北市內湖區臺北市內湖區民權東路六段232巷1~30號,0.0,住,,,1060405,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0940221,35.34,1,1,1,有,無,有,20000,566,,0.0,0,,RPXQMLQKNHMFFCA09CC
內湖區,建物,臺北市內湖區瑞光路112巷58弄1~30號,0.0,住,,,1060511,土地0建物1車位2,全,4,透天厝,住家用,鋼筋混凝土造,0870731,255.02,5,2,4,有,有,有,60000,235,坡道平面,0.0,0,,RPPRMLQKNHMFFCA38CC
中山區,建物,臺北市中山區堤頂大道二段481~510號,0.0,其他,,,1060511,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0991201,115.84,1,1,1,有,有,有,60000,518,,0.0,0,續約,RPQRMLQKNHMFFCA48CC
中山區,建物,臺北市中山區農安街1~30號,0.0,商,,,1060515,土地0建物2車位0,五層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,106.86,2,2,1,有,有,有,40000,374,,0.0,0,,RPRRMLQKNHMFFCA58CC
南港區,建物,臺北市南港區經貿二路235巷1~30號,0.0,住,,,1060429,土地0建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031002,96.13,3,2,2,有,有,有,34000,354,坡道機械,12.5,0,,RPVNMLQKNHMFFDA68CC
信義區,建物,臺北市信義區基隆路二段151~180號,0.0,商,,,1060505,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,130.91,2,1,1,有,有,有,65700,502,,0.0,0,,RPWNMLQKNHMFFDA78CC
松山區,建物,臺北市松山區民權東路五段1~30號,0.0,住,,,1060509,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630725,50.89,0,0,0,無,無,無,32000,629,,0.0,0,(只承租一樓左半部),RPWOMLQKNHMFFDA88CC
松山區,建物,臺北市松山區民權東路五段1~30號,0.0,住,,,1060503,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630725,46.28,0,0,0,無,無,無,26000,562,,0.0,0,(只承租一樓右半部),RPXOMLQKNHMFFDA98CC
南港區,建物,臺北市松山區研究院路二段98巷1~30號,0.0,住,,,1060512,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,195.97,4,2,2,有,有,有,43000,219,,0.0,0,租金內含管理費5335元,RPPPMLQKNHMFFDA28CC
信義區,建物,臺北市信義區虎林街132巷31~60號,175.84,商,,,1060418,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,87.92,0,0,0,無,無,無,45000,512,,0.0,0,,RPSPMLQKNHMFFDA58CC
萬華區,建物,臺北市萬華區西園路二段320巷36弄1~30號,0.0,住,,,1060515,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601012,33.12,1,1,1,有,無,有,10000,302,,0.0,0,,RPPNMLQKNHMFFBA87CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1060507,土地0建物1車位0,八層,18,套房(1房1廳1衛),住家用,見其他登記事項,0980724,40.78,1,1,1,有,有,有,28000,687,,0.0,0,含管理費,RPVOMLQKNHMFFBA58CC
萬華區,建物,臺北市萬華區東園街28巷1~30號,0.0,,,,1060407,土地0建物1車位0,地下層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0740225,548.68,0,0,0,無,無,無,70000,128,,0.0,0,,RPXOMLQKNHMFFBA78CC
大同區,建物,臺北市大同區民生西路181~210號,0.0,商,,,1060509,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990401,113.97,2,2,2,有,有,有,43000,377,,0.0,0,,RPOPMLQKNHMFFBA97CC
大同區,建物,臺北市大同區承德路一段31~60號,0.0,商,,,1060508,土地0建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,0781109,190.82999999999998,0,0,0,無,有,無,68000,356,升降機械,0.0,0,,RPTPMLQKNHMFFBA48CC
萬華區,房地(土地+建物),臺北市萬華區西園路二段156/151~180號,36.54,商,,,1060407,土地1建物2車位0,一層,12,辦公商業大樓,商業用,鋼筋混凝土造,0750704,205.65,0,0,0,無,有,無,58000,282,,0.0,0,,RPUPMLQKNHMFFBA58CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1060426,土地0建物1車位0,七層,18,套房(1房1廳1衛),住家用,見其他登記事項,0980724,76.05,1,1,1,有,有,有,50000,657,,0.0,0,,RPSQMLQKNHMFFBA48CC
北投區,建物,臺北市北投區光明路1~30號,0.0,商,,,1060501,土地0建物1車位1,十四層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961119,178.76999999999998,3,2,2,有,有,有,45000,252,坡道平面,23.99,0,,RPVNMLQKNHMFFEA78CC
北投區,建物,臺北市北投區西安街二段241~270號,0.0,住,,,1060401,土地0建物1車位0,三層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0981123,25.0,1,1,1,有,有,無,15000,600,,0.0,0,,RPXOMLQKNHMFFEA09CC
北投區,建物,臺北市北投區行義路10巷9弄1~30號,0.0,住,,,1060501,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960112,210.05,4,1,2,有,有,有,65000,309,,0.0,0,,RPOPMLQKNHMFFEA28CC
士林區,建物,臺北市士林區芝玉路一段211~240號,0.0,住,,,1060501,土地0建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0971112,140.49,3,2,2,有,有,有,74000,527,,0.0,0,,RPQPMLQKNHMFFEA48CC
北投區,建物,臺北市北投區大度路三段270巷61~90號,0.0,其他,,,1060401,土地0建物0車位1,一層,19,店面(店鋪),見其他登記事項,鋼筋混凝土造,1010217,125.56,0,0,0,無,有,無,78000,621,坡道平面,36.54,0,,RPTPMLQKNHMFFEA78CC
士林區,建物,臺北市士林區天玉街38巷16弄1~30號,0.0,住,,,1060401,土地0建物0車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701030,72.67,2,1,1,有,無,無,30000,413,,0.0,0,含稅金額為＄34056元,RPOQMLQKNHMFFEA38CC
大安區,建物,臺北市大安區潮州街151~180號,0.0,商,,,1060501,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960720,155.15,3,2,1,有,有,有,60000,387,,0.0,0,,RPPNMLQKNHMFFFA28CC
大安區,建物,臺北市大安區大安路一段19巷1~30號,0.0,住,,,1060501,土地0建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,0650925,125.51,0,0,0,無,無,無,180000,1434,,0.0,0,第一年租金180000(含稅)第二年租金190000(含稅)第三年租金200000(含稅)第四年租金210000(含稅)第五年租金220000(含稅)第六年租金230000(含稅),RPQNMLQKNHMFFFA38CC
大安區,建物,臺北市大安區信義路四段121~150號,0.0,其他,,,1060501,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0691124,140.61,1,1,1,有,有,有,27000,192,,0.0,0,,RPTNMLQKNHMFFFA68CC
大安區,建物,臺北市大安區延吉街126巷1~30號,0.0,住,,,1060501,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651126,62.04,1,1,1,有,有,有,29750,480,,0.0,0,,RPUNMLQKNHMFFFA78CC
大安區,建物,臺北市大安區安和路二段61~90號,0.0,住,,,1060501,土地0建物1車位0,九層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780810,227.7,3,2,2,有,有,有,75000,329,,0.0,0,,RPVNMLQKNHMFFFA88CC
大安區,建物,臺北市大安區忠孝東路四段301~330號,0.0,商,,,1060401,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0990324,70.9,0,1,1,有,有,有,38000,536,,0.0,0,,RPSNMLQKNHMFFFA68DC
中正區,建物,臺北市中正區泉州街20巷1~30號,0.0,住,,,1060502,土地0建物1車位0,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961129,57.52,1,1,1,有,有,無,18000,313,,0.0,0,,RPTNMLQKNHMFFAA18CC
中正區,建物,臺北市中正區寧波東街9巷1~30號,0.0,住,,,1060501,土地0建物1車位0,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0781127,41.1,1,1,1,有,有,無,18000,438,,0.0,0,,RPVNMLQKNHMFFAA38CC
文山區,建物,臺北市文山區景華街31~60號,0.0,住,,,1060511,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0561130,95.1,0,1,1,有,無,無,25000,263,,0.0,0,,RPWNMLQKNHMFFAA48CC
文山區,建物,臺北市文山區景興路61~90號,0.0,住,,,1060515,土地0建物2車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,97.64,0,0,0,無,無,無,35000,358,,0.0,0,有兩個門牌併租,RPQOMLQKNHMFFAA97CC
文山區,建物,臺北市文山區萬壽路17巷1~30號,0.0,住,,,1060501,土地0建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020325,146.23000000000002,3,2,2,有,有,無,31000,212,坡道平面,30.32,0,,RPROMLQKNHMFFAA08CC
中正區,建物,臺北市中正區和平西路二段121~150號,0.0,住,,,1060501,土地0建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0860820,59.76,0,0,0,無,有,無,30000,502,,0.0,0,,RPSOMLQKNHMFFAA18CC
信義區,建物,臺北市信義區松德路151~180號,0.0,商,,,1060424,土地0建物1車位0,三層,30,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,0820524,161.91,2,1,1,有,有,有,65000,401,,0.0,0,,RPQOMLQKNHMFFDA38DC
文山區,建物,臺北市文山區和興路44巷1~30號,0.0,,,,1060509,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890315,170.47,4,2,2,有,有,有,32000,188,,0.0,0,,RPVNMLRKNHMFFAA58DC
中正區,建物,臺北市中正區寧波東街9巷1~30號,0.0,住,,,1060505,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600120,131.02,4,2,2,有,無,無,31000,237,,0.0,0,,RPQNMLRKNHMFFAA97CC
大安區,建物,臺北市大安區信義路二段86巷1~30號,0.0,住,,,1060501,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690208,91.52,3,2,2,有,無,無,25000,273,,0.0,0,,RPPNMLRKNHMFFFA38CC
大安區,建物,臺北市大安區泰順街60巷18弄1~30號,0.0,住,,,1060401,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010309,91.71000000000001,2,1,1,有,有,有,58000,632,,0.0,0,,RPQNMLRKNHMFFFA48CC
大安區,建物,臺北市大安區泰順街40巷1~30號,0.0,住,,,1060501,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,95.52,0,1,1,有,無,無,55000,576,,0.0,0,,RPSNMLRKNHMFFFA68CC
大安區,建物,臺北市大安區復興南路一段219巷1~30號,0.0,住,,,1060401,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,49.84,0,0,0,無,無,無,90000,1806,,0.0,0,,RPUNMLRKNHMFFFA88CC
大安區,房地(土地+建物),臺北市大安區大安路一段1~30號,8.66,住,,,1060501,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680925,44.94,1,0,1,有,有,無,18000,401,,0.0,0,,RPVNMLRKNHMFFFA98CC
大安區,建物,臺北市大安區仁愛路四段27巷4弄1~30號,0.0,住,,,1060401,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.65,3,2,2,有,有,有,45000,350,,0.0,0,,RPXNMLRKNHMFFFA56CC
大安區,建物,臺北市大安區復興南路二段181~210號,0.0,商,,,1060401,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0820407,158.95,2,1,1,有,有,無,48000,302,,0.0,0,,RPTOMLRKNHMFFFA88CC
士林區,建物,臺北市士林區中山北路六段439巷1~30號,0.0,,,,1060501,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680706,88.56,3,2,1,有,無,無,24000,271,,0.0,0,,RPVNMLRKNHMFFEA88CC
士林區,建物,臺北市士林區士東路266巷15弄1~30號,0.0,住,,,1060401,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971229,338.21,5,2,3,有,有,無,150000,444,坡道平面,0.0,0,,RPXNMLRKNHMFFEA09CC
士林區,建物,臺北市士林區芝玉路一段197巷1~30號,0.0,住,,,1060401,土地0建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000720,293.14,3,2,2,有,有,有,110000,375,坡道平面,0.0,0,,RPPOMLRKNHMFFEA38CC
士林區,建物,臺北市士林區中山北路七段190巷121~150號,0.0,農,,,1060501,土地0建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,0630823,382.37,5,4,6,有,無,無,200000,523,坡道平面,0.0,0,,RPROMLRKNHMFFEA58CC
士林區,建物,臺北市士林區中山北路六段405巷61~90號,0.0,住,,,1060501,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730620,134.57,3,2,2,有,無,有,90000,669,,0.0,0,,RPUOMLRKNHMFFEA88CC
士林區,建物,臺北市士林區通河街76巷2弄1~30號,0.0,住,,,1060501,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620516,98.02,2,2,1,有,無,無,23000,235,,0.0,0,,RPVOMLRKNHMFFEA98CC
萬華區,建物,臺北市萬華區康定路91~120號,0.0,商,,,1060420,土地0建物1車位0,十九層,26,套房(1房1廳1衛),住家用,見其他登記事項,1050331,50.24,1,1,1,有,有,有,24000,478,,0.0,0,,RPRNMLRKNHMFFBA18CC
萬華區,建物,臺北市萬華區康定路91~120號,0.0,商,,,1060420,土地0建物1車位0,二十層,26,套房(1房1廳1衛),住家用,見其他登記事項,1050331,56.19,1,1,1,有,有,有,22000,392,,0.0,0,租金含管理費。,RPSNMLRKNHMFFBA28CC
大同區,建物,臺北市大同區迪化街二段180巷1~30號,0.0,住,,,1060503,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651106,68.47,2,1,1,有,無,無,18000,263,,0.0,0,,RPVNMLRKNHMFFBA58CC
萬華區,建物,臺北市萬華區國興路91~120號,0.0,商,,,1060417,土地0建物1車位0,一層,10,店面(店鋪),商業用,鋼筋混凝土造,0800102,122.29,0,0,0,無,有,無,48000,393,,0.0,0,租屋包含稅金,RPUOMLRKNHMFFBA58CC
內湖區,建物,臺北市內湖區新湖二路151~180號,0.0,工,,,1060401,土地0建物1車位0,三層,6,廠辦,住家用,鋼筋混凝土造,0960501,323.54,0,0,1,有,有,有,60000,185,,0.0,0,,RPSOMLRKNHMFFCA48CC
中山區,建物,臺北市中山區雙城街18巷1~30號,0.0,商,,,1060421,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0720107,240.07,1,1,1,有,無,有,60000,250,,0.0,0,,RPVOMLRKNHMFFCA78CC
中山區,建物,臺北市內湖區瑞光路358巷30弄1~30號,0.0,其他,,,1060426,土地0建物1車位0,六層,8,辦公商業大樓,工業用,鋼筋混凝土造,0900524,392.44,4,1,0,有,有,有,118710,302,坡道平面,0.0,0,,RPVQMLRKNHMFFCA98CC
內湖區,建物,臺北市內湖區江南街61~90號,0.0,住,,,1060509,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0770204,107.46,0,0,0,無,無,無,65000,605,,0.0,0,,RPUNMLSKNHMFFCA68CC
內湖區,建物,臺北市內湖區瑞光路61~90號,0.0,工,,,1060508,土地0建物1車位6,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,0950725,1466.1799999999998,8,0,0,有,有,無,478558,326,坡道平面,0.0,0,,RPVNMLSKNHMFFCA78CC
中山區,建物,臺北市中山區吉林路241~270號,0.0,商,,,1060504,土地0建物0車位0,二層,3,套房(1房1廳1衛),,加強磚造,,20.22,1,0,1,有,無,有,9500,470,,0.0,0,"本建號有四個房間分A,B,C,D房,本戶D戶成交,總面積81.89平方公尺,D戶承租約20.22平方公尺",RPWNMLSKNHMFFCA88CC
