編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPPMLLMNHMFFBB97DC,21,20.46,住家用,鋼筋混凝土造,85年7月15日,十四層,
RPPPMLLMNHMFFBB97DC,21,6.86,共有部份,鋼筋混凝土造,85年7月15日,十四層,
RPPPMLLMNHMFFBB97DC,21,4.92,共有部份,鋼筋混凝土造,85年7月15日,十四層,
RPPPMLLMNHMFFBB97DC,21,20.46,住家用,鋼筋混凝土造,85年7月15日,十四層,
RPPPMLLMNHMFFBB97DC,21,6.87,共有部份,鋼筋混凝土造,85年7月15日,十四層,
RPPPMLLMNHMFFBB97DC,21,4.92,共有部份,鋼筋混凝土造,85年7月15日,十四層,
RPROMLLMNHMFFAB97DC,27,19.33,住家用,鋼筋混凝土造,79年6月25日,十二層,
RPROMLLMNHMFFAB97DC,27,8.54,見其他登記事項,鋼筋混凝土造,79年6月25日,十二層,
RPTOMLLMNHMFFAB18DC,22,21.34,住家用,鋼筋混凝土造,84年1月13日,十九層,
RPTOMLLMNHMFFAB18DC,22,3.57,共有部份,鋼筋混凝土造,84年1月13日,十九層,
RPTOMLLMNHMFFAB18DC,22,9.27,見其他登記事項,鋼筋混凝土造,84年1月13日,十九層,
RPVQMLLMNHMFFCB78DC,24,36.39,住家用,鋼筋混凝土造,82年8月30日,六層,
RPVQMLLMNHMFFCB78DC,24,8.78,共有部分,鋼筋混凝土造,82年8月30日,六層,
