編號,車位類別,車位價格,車位面積平方公尺
RPRNMLMJOHMFFCA57CA,坡道平面,0,40.83
RPRNMLMJOHMFFCA57CA,坡道平面,0,40.83
RPXOMLSKNHMFFAA68CA,升降機械,2000000,27.89
SPXOMLSKNHMFFAA78CA,升降機械,2000000,27.89
RPSOMLTKNHMFFAA28CA,坡道平面,0,33.09
RPPNMLNJOHMFFAA27CA,坡道平面,0,20.94
RPPNMLNJOHMFFAA27CA,坡道平面,0,20.39
RPXOMLSKNHMFFBA78CA,升降機械,0,19.83
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPUNMLSLOHMFFAA48CA,塔式車位,800000,3.09
RPSNMLRLNHMFFDA48DA,坡道機械,0,
RPPPMLOLNHMFFEA18DA,坡道平面,0,41.02
RPPPMLOLNHMFFEA18DA,坡道平面,0,41.02
RPPPMLOLNHMFFEA18DA,坡道平面,0,41.02
RPQPMLOLNHMFFEA28DA,坡道平面,0,41.02
RPQPMLOLNHMFFEA28DA,坡道平面,0,41.02
RPPNMLMJOHMFFFA67CA,坡道平面,0,35.24
RPTNMLOLNHMFFFA38CA,坡道平面,0,37.95
RPVOMLTKNHMFFAA68DA,坡道平面,1680000,43.67
RPPOMLPLNHMFFAA77DA,坡道平面,2200000,
RPWNMLRJOHMFFAA48DA,坡道平面,1250000,21.73
RPWNMLRJOHMFFAA48DA,坡道機械,1250000,21.73
RPRQMLMLNHMFFDA18DA,坡道平面,3800000,32.73
RPPPMLOLNHMFFDA08DA,坡道平面,3000000,
RPORMLNLNHMFFCA97DA,坡道平面,0,
RPORMLNLNHMFFCA97DA,坡道平面,0,
RPOOMLMLNHMFFCA57DA,坡道平面,0,
RPXQMLTKNHMFFCA66DA,坡道平面,2500000,35.21
RPXQMLTKNHMFFCA66DA,坡道平面,2500000,35.21
RPUNMLMJOHMFFAA77DA,坡道平面,2100000,47.01
RPOOMLOKOHMFFAA47CA,塔式車位,0,17.43
RPPOMLOKOHMFFAA57CA,坡道平面,0,46.00
RPQNMLPLNHMFFCA87CA,坡道平面,0,
RPXRMLNLNHMFFCA78CA,坡道機械,0,
RPSRMLTKNHMFFCA78CA,坡道平面,0,
RPPPMLTKOHMFFCA38CA,坡道平面,0,37.90
RPPPMLTKOHMFFCA38CA,坡道平面,0,37.90
RPPPMLTKOHMFFCA38CA,坡道平面,0,37.90
RPRNMLMLNHMFFDA77CA,坡道平面,2500000,42.64
RPRNMLMLNHMFFDA77CA,坡道平面,2500000,42.64
RPTNMLMLNHMFFDA97CA,坡道平面,2500000,41.47
RPTNMLMLNHMFFDA97CA,坡道平面,2500000,41.47
RPTNMLMLNHMFFDA97CA,坡道機械,1250000,20.74
RPTNMLMLNHMFFDA97CA,坡道機械,1250000,20.74
RPUPMLNLNHMFFDA38CA,坡道平面,0,30.13
RPUPMLNLNHMFFDA38CA,坡道平面,0,30.13
RPUPMLNLNHMFFDA38CA,坡道平面,0,30.54
RPXNMLQKOHMFFCA68CA,升降機械,0,18.13
RPQOMLOLNHMFFDA97CA,坡道平面,0,25.53
RPRNMLMKOHMFFDA77CA,坡道平面,0,39.44
RPRNMLMKOHMFFDA77CA,坡道平面,0,45.51
RPRNMLMKOHMFFDA77CA,坡道平面,0,45.51
RPSNMLMKOHMFFDA87CA,坡道平面,3800000,45.51
RPPNMLMLNHMFFEA67CA,坡道平面,2250000,32.44
RPQNMLMLNHMFFEA77CA,坡道平面,2000000,30.81
RPQNMLMLNHMFFEA77CA,坡道平面,2000000,30.81
RPQNMLMLNHMFFEA77CA,坡道平面,2000000,30.81
RPWOMLTKNHMFFEA09CA,坡道平面,0,33.14
RPQNMLTKOHMFFDA38CA,坡道平面,0,
RPSOMLMJOHMFFEA97CA,升降機械,1200000,21.56
RPUOMLMJOHMFFEA18CA,升降機械,0,21.56
RPTNMLLMNHMFFEA08CA,坡道平面,0,
RPQOMLNJOHMFFEA87CA,坡道平面,0,28.37
RPQOMLNJOHMFFEA87CA,坡道平面,0,26.27
RPSNMLNLNHMFFEA08CA,坡道平面,0,41.60
RPPOMLNLNHMFFEA87CA,坡道機械,0,17.32
RPPOMLNLNHMFFEA87CA,坡道機械,0,17.32
RPVNMLKLOHMFFDA08CA,坡道平面,0,21.01
RPOPMLOLNHMFFDA87CA,坡道平面,0,33.87
RPPNMLNLNHMFFCA57CA,坡道機械,0,
RPOOMLNLNHMFFCA57CA,坡道平面,0,
RPOOMLNLNHMFFCA57CA,坡道平面,0,
RPRQMLPLNHMFFCA28CA,坡道平面,2900000,33.33
RPWQMLPLNHMFFCA78CA,坡道平面,0,34.28
RPUPMLLJOHMFFCA97CA,坡道平面,0,43.33
RPUPMLLJOHMFFCA97CA,坡道平面,0,43.33
RPTNMLQLNHMFFAA08CA,坡道平面,0,
RPSOMLQLNHMFFAA08CA,升降機械,1800000,17.70
RPUOMLNLNHMFFAA97CA,坡道平面,0,
RPXOMLNLNHMFFAA28CA,升降平面,0,71.11
RPPNMLNLNHMFFAA37CA,坡道平面,0,38.41
RPWOMLQLNHMFFAA48CA,升降平面,0,30.02
RPWOMLQLNHMFFAA48CA,升降平面,0,30.02
RPWOMLQLNHMFFAA48CA,升降平面,0,30.02
RPWOMLQLNHMFFAA48CA,升降平面,0,30.02
RPTOMLQLNHMFFBA28CA,坡道機械,0,16.58
RPTNMLNJOHMFFBA77CA,升降機械,1150000,11.05
RPUOMLNJOHMFFCA18DA,塔式車位,1000000,12.80
RPQOMLRJOHMFFCA18DA,升降平面,2500000,
RPQOMLRJOHMFFCA18DA,升降平面,2500000,
RPQOMLRJOHMFFCA18DA,升降平面,2500000,
RPQOMLRJOHMFFCA18DA,升降平面,1765000,
RPQOMLRJOHMFFCA18DA,升降平面,1765000,
RPPNMLRLNHMFFCA08DA,坡道平面,2500000,61.19
RPVOMLPLNHMFFBA48DA,坡道平面,2450000,44.01
RPVQMLQLNHMFFAA68DA,坡道平面,0,
RPOOMLNKOHMFFFA97DA,其他,1500000,
RPQOMLNKOHMFFFA18DA,其他,1500000,
RPUNMLPLNHMFFEA58DA,坡道平面,2000000,40.35
RPVOMLOKOHMFFAA18CA,坡道平面,0,39.78
RPPPMLQLNHMFFAA87CA,坡道平面,0,20.35
RPUOMLMJOHMFFCA97CA,坡道平面,2700000,33.33
RPSNMLMJOHMFFCA67CA,坡道機械,350000,21.98
RPSQMLMJOHMFFCA97CA,坡道平面,0,33.16
RPSQMLMJOHMFFCA97CA,坡道平面,0,33.16
RPWQMLLMNHMFFCA48CA,坡道平面,0,
RPQQMLLJOHMFFCA67CA,坡道平面,0,
RPPNMLMJOHMFFCA37CA,坡道平面,2350000,23.19
RPPNMLMJOHMFFCA37CA,坡道平面,2350000,23.19
SPPNMLMJOHMFFCA47CA,坡道平面,2350000,23.19
SPPNMLMJOHMFFCA47CA,坡道平面,2350000,23.19
TPPNMLMJOHMFFCA57CA,坡道平面,2600000,23.19
TPPNMLMJOHMFFCA57CA,坡道平面,2600000,23.19
RPRNMLLJOHMFFCA47CA,坡道平面,0,39.14
RPRNMLLJOHMFFCA47CA,坡道平面,0,39.14
RPXPMLNLNHMFFCA58CA,塔式車位,0,11.38
RPSNMLMLOHMFFCA87CA,坡道平面,2700000,52.45
RPTNMLMLOHMFFCA97CA,坡道平面,2700000,52.45
RPUNMLMLOHMFFCA08CA,坡道平面,2500000,52.45
RPVNMLMLOHMFFCA18CA,坡道平面,2700000,52.45
RPWNMLMLOHMFFCA28CA,坡道平面,2700000,52.45
RPXNMLMLOHMFFCA38CA,坡道平面,2900000,52.45
RPOQMLMLOHMFFCA77CA,坡道平面,3100000,52.45
RPXNMLNLNHMFFDA48CA,坡道平面,1900000,
RPUOMLLLOHMFFCA08CA,坡道機械,1500000,26.35
RPUOMLLLOHMFFCA08CA,坡道機械,1500000,26.35
RPQQMLMLOHMFFCA97CA,坡道平面,2700000,52.45
RPRQMLMLOHMFFCA08CA,坡道平面,2700000,52.45
RPSQMLMLOHMFFCA18CA,坡道平面,3100000,52.45
RPUQMLMLOHMFFCA38CA,坡道平面,2700000,52.45
RPRRMLMLOHMFFCA18CA,坡道平面,3300000,52.45
RPXOMLPLNHMFFDA78CA,坡道平面,0,
RPRNMLOLNHMFFEA08CA,塔式車位,0,19.80
RPTNMLOLNHMFFEA28CA,塔式車位,0,14.12
RPTNMLQLNHMFFEA48CA,坡道平面,0,33.14
RPUNMLQLNHMFFEA58CA,坡道機械,0,28.13
RPWNMLQLNHMFFEA78CA,坡道平面,1800000,36.22
RPOOMLQLNHMFFEA08CA,坡道平面,1800000,36.22
RPXOMLNJOHMFFEA58CA,坡道平面,2800000,35.54
RPXOMLNJOHMFFEA58CA,坡道平面,2800000,35.54
RPPNMLLJOHMFFEA47CA,升降平面,1700000,31.50
RPQNMLSKOHMFFEA38CA,坡道平面,0,27.44
RPQNMLSKOHMFFEA38CA,坡道平面,0,27.44
RPQNMLSKOHMFFEA38CA,坡道平面,0,27.44
RPQNMLSKOHMFFEA38CA,坡道平面,0,27.44
RPXNMLQKOHMFFDA78CA,坡道平面,2500000,33.12
RPXNMLQKOHMFFDA78CA,坡道平面,2500000,33.12
RPTNMLMJOHMFFDA87CA,坡道平面,2000000,38.91
RPOOMLOLNHMFFDA77CA,坡道平面,0,47.30
RPPNMLQLNHMFFDA97CA,坡道平面,3000000,41.47
RPPNMLQLNHMFFDA97CA,坡道平面,3000000,41.47
RPVQMLMLOHMFFCA48CA,坡道平面,2600000,52.45
RPPQMLMLOHMFFCA87CA,坡道平面,2700000,52.45
RPWPMLTKOHMFFCA09CA,坡道平面,2000000,28.03
RPXPMLTKOHMFFCA56CA,坡道平面,1950000,26.12
RPSPMLTJOHMFFCA58CA,坡道平面,0,39.58
RPQQMLNKOHMFFCA97CA,坡道平面,0,37.98
RPQQMLNKOHMFFCA97CA,坡道平面,0,37.98
RPQQMLNKOHMFFCA97CA,坡道平面,0,37.98
RPVNMLMLOHMFFBA08CA,坡道機械,1400000,16.85
RPWNMLMLOHMFFBA18CA,坡道機械,1200000,16.85
RPOOMLMLOHMFFBA47CA,坡道平面,2400000,33.70
RPSPMLLJOHMFFCA77CA,坡道機械,0,
RPOPMLQJOHMFFCA87CA,坡道平面,0,
RPPOMLQLNHMFFAA77CA,坡道平面,0,
RPPNMLPLNHMFFAA57CA,坡道平面,0,35.90
RPPNMLSJOHMFFAA77CA,坡道機械,0,
RPRNMLPLNHMFFBA87CA,升降機械,0,30.41
RPSOMLQLNHMFFBA18CA,坡道平面,0,
RPPNMLOJOHMFFBA47CA,升降機械,0,16.51
RPRPMLQLNHMFFEA58DA,坡道平面,1800000,38.20
RPROMLQJOHMFFFA48DA,升降平面,0,40.62
RPOOMLPLNHMFFBA77DA,坡道平面,0,49.73
RPOOMLQJOHMFFAA67DA,坡道平面,1750000,41.98
RPPOMLQJOHMFFAA77DA,坡道機械,1700000,21.71
RPPOMLQJOHMFFAA77DA,坡道機械,1300000,21.71
RPWQMLQLNHMFFCA98DA,坡道平面,2500000,38.84
RPUQMLOLNHMFFCA58DA,坡道平面,2500000,30.54
RPPOMLPLNHMFFDA08DA,升降機械,0,
RPOOMLLMNHMFFCA57DA,坡道平面,2200000,39.42
RPOOMLLMNHMFFCA57DA,坡道平面,2100000,33.99
RPOOMLLMNHMFFCA57DA,坡道平面,1900000,39.42
RPOOMLLMNHMFFCA57DA,坡道平面,1900000,39.42
RPPOMLLMNHMFFCA67DA,坡道平面,2300000,39.42
RPPOMLLMNHMFFCA67DA,坡道平面,2300000,39.42
RPPOMLLMNHMFFCA67DA,坡道平面,2300000,39.42
RPPOMLLMNHMFFCA67DA,坡道平面,2300000,39.42
RPTRMLQJOHMFFCA68DA,坡道平面,3500000,
RPTRMLQJOHMFFCA68DA,坡道平面,3500000,
RPTRMLQJOHMFFCA68DA,坡道平面,3500000,
RPTRMLQJOHMFFCA68DA,坡道平面,3500000,
RPXOMLQLNHMFFCA88DA,坡道平面,1500000,
RPXOMLQLNHMFFCA88DA,坡道平面,1500000,
RPXOMLPLNHMFFCA78DA,坡道平面,0,
RPQOMLQJOHMFFAA87DA,坡道平面,0,
RPOOMLQLNHMFFAA77DA,坡道平面,0,
RPTNMLQKOHMFFFA58CA,升降平面,0,36.33
RPSQMLQJOHMFFDA58DA,坡道機械,0,
RPQNMLSLNHMFFDA38DA,坡道平面,0,
RPUQMLNJOHMFFBA18CA,坡道機械,0,16.58
RPPRMLMJOHMFFBA67CA,坡道平面,0,46.17
RPPRMLMJOHMFFBA67CA,坡道平面,0,46.17
RPPRMLMJOHMFFBA67CA,坡道平面,0,46.17
RPPRMLMJOHMFFBA67CA,坡道平面,0,46.17
RPQPMLLJOHMFFBA47CA,坡道機械,0,16.58
RPPOMLTJOHMFFBA08CA,其他,1550000,10.28
RPQOMLQLNHMFFBA97CA,坡道平面,0,
RPQOMLQLNHMFFBA97CA,坡道平面,0,
RPQOMLQLNHMFFBA97CA,坡道平面,0,
RPQOMLQLNHMFFBA97CA,坡道平面,0,
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPQOMLTKOHMFFAA18CA,塔式車位,0,1.52
RPSNMLOJOHMFFAA67CA,坡道機械,1100000,9.43
RPXNMLMJOHMFFAA97CA,坡道機械,0,19.37
RPXRMLQJOHMFFCA98CA,坡道平面,3500000,29.68
RPSNMLRJOHMFFCA18CA,坡道平面,0,34.59
RPSNMLRJOHMFFCA18CA,坡道平面,0,34.58
RPSNMLQJOHMFFCA08CA,坡道機械,0,17.02
RPQOMLQJOHMFFCA97CA,坡道平面,0,47.15
RPQOMLQJOHMFFCA97CA,坡道平面,0,47.15
RPQOMLQJOHMFFCA97CA,坡道平面,0,47.15
RPQOMLQJOHMFFCA97CA,坡道平面,0,47.15
RPQOMLQJOHMFFCA97CA,坡道平面,0,47.15
RPQNMLOJOHMFFCA67CA,坡道平面,0,
RPPNMLPJOHMFFCA67CA,坡道平面,0,21.40
