編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPWOMLRKNHMFFBE98CA,18,23.83,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPWOMLRKNHMFFBE98CA,18,3.69,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPWOMLRKNHMFFBE98CA,18,7.18,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPXOMLRKNHMFFBE09CA,18,49.69,商業用,鋼骨鋼筋混凝土造,88年4月1日,八十五層,十七層
RPXOMLRKNHMFFBE09CA,18,18.69,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPXOMLRKNHMFFBE09CA,18,2.87,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPXOMLRKNHMFFBE09CA,18,5.62,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPOPMLRKNHMFFBE28CA,18,49.69,商業用,鋼骨鋼筋混凝土造,88年4月1日,八十五層,二十一層
RPOPMLRKNHMFFBE28CA,18,18.69,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPOPMLRKNHMFFBE28CA,18,2.87,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPOPMLRKNHMFFBE28CA,18,5.62,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPQPMLRKNHMFFBE48CA,18,49.69,商業用,鋼骨鋼筋混凝土造,88年4月1日,八十五層,二十五層
RPQPMLRKNHMFFBE48CA,18,18.69,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPQPMLRKNHMFFBE48CA,18,2.87,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPQPMLRKNHMFFBE48CA,18,5.62,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPRPMLRKNHMFFBE58CA,18,49.69,商業用,鋼骨鋼筋混凝土造,88年4月1日,八十五層,二十三層
RPRPMLRKNHMFFBE58CA,18,18.69,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPRPMLRKNHMFFBE58CA,18,2.87,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPRPMLRKNHMFFBE58CA,18,5.62,見其他登記事項,鋼骨鋼筋混凝土造,88年4月1日,八十五層,
RPTPMLRKNHMFFBE78CA,34,79.55,,鋼筋混凝土造,72年5月17日,十二層,十一層
RPTPMLRKNHMFFBE78CA,34,10.61,,鋼筋混凝土造,72年5月17日,十二層,
RPVPMLRKNHMFFBE98CA,29,121.58,,鋼筋混凝土造,77年2月12日,十四層,七層
RPVPMLRKNHMFFBE98CA,29,23.18,,鋼筋混凝土造,77年2月12日,十四層,
RPUNMLLJOHMFFBE08CA,35,94.48,,鋼筋混凝土造,70年12月18日,五層,四層
RPUNMLLJOHMFFBE08CA,35,13.70,,鋼筋混凝土造,70年12月18日,五層,
RPPPMLMJOHMFFBE87CA,32,84.63,,鋼筋混凝土造,74年4月30日,五層,四層
RPUPMLQKNHMFFCE88CA,18,61.71,住家用,見其它登記事項,88年2月9日,三十九層,五層
RPUPMLQKNHMFFCE88CA,18,28.57,共有部份,見其它登記事項,88年2月9日,三十九層,
RPOQMLQKNHMFFCE38CA,4,82.48,住家用,鋼筋混凝土造,102年5月20日,十五層,二層
RPOQMLQKNHMFFCE38CA,4,65.47,見其它登記事項,鋼筋混凝土造,102年5月20日,十五層,
RPQNMLRKNHMFFCE38CA,27,26.99,住家用,鋼筋混凝土造,79年7月20日,十二層,十一層
RPQNMLRKNHMFFCE38CA,27,12.95,見使用執照,鋼筋混凝土造,79年7月20日,十二層,
RPQNMLKLNHMFFCE77CA,42,114.97,,加強磚造,64年7月11日,三層,一層 二層 三層 地下層
RPPNMLNLNHMFFCE97CA,30,143.14,,加強磚造,75年12月30日,二層,一層 二層 夾層
RPQNMLNLNHMFFCE08CA,42,157.08,住商用,加強磚造,63年10月18日,二層,一層 二層 屋頂突出物 騎樓 夾層
RPWOMLLMNHMFFCE68CA,1,265.45,住家用,鋼筋混凝土造,104年12月18日,四層,一層 二層 三層 四層
RPUOMLLJOHMFFCE28CA,42,84.36,住商用,加強磚造,63年11月1日,二層,一層 二層 騎樓
RPVNMLSJOHMFFCE98CA,39,28.30,,鋼筋混凝土造,67年10月16日,五層,一層
RPVNMLSJOHMFFCE98CA,39,28.30,,鋼筋混凝土造,67年10月16日,五層,一層
RPWNMLSJOHMFFCE09CA,39,52.72,,鋼筋混凝土造,67年10月24日,五層,四層
RPXNMLTJOHMFFCE66CA,7,111.56,住家用,鋼筋混凝土造,98年12月24日,十九層,五層
RPXNMLTJOHMFFCE66CA,7,56.37,見其它登記事項,鋼筋混凝土造,98年12月24日,十九層,
RPPOMLMKOHMFFCE97CA,14,104.88,住家用,鋼筋混凝土造,92年7月9日,十層,四層
RPPOMLMKOHMFFCE97CA,14,78.67,共有部份,鋼筋混凝土造,92年7月9日,十層,
RPROMLNKOHMFFCE28CA,1,112.58,見其它登記事項,鋼筋混凝土造,104年12月23日,十五層,七層
RPROMLNKOHMFFCE28CA,1,58.08,見其它登記事項,鋼筋混凝土造,104年12月23日,十五層,
RPUOMLNKOHMFFCE58CA,1,89.04,見其它登記事項,鋼筋混凝土造,104年12月23日,十五層,十四層
RPUOMLNKOHMFFCE58CA,1,75.83,見其它登記事項,鋼筋混凝土造,104年12月23日,十五層,
RPRNMLRKNHMFFDE58CA,19,.30,住家用,鋼筋混凝土造,87年7月31日,九層,一層
RPRNMLRKNHMFFDE58CA,19,123.82,住家用,鋼筋混凝土造,87年7月31日,九層,八層
RPRNMLRKNHMFFDE58CA,19,35.62,見使用執照,鋼筋混凝土造,87年7月31日,九層,
RPRNMLRKNHMFFDE58CA,19,56.04,見使用執照,鋼筋混凝土造,87年7月31日,九層,
RPVPMLRKNHMFFDE56CA,11,60.97,住家用,鋼筋混凝土造,95年4月10日,十二層,十一層
RPVPMLRKNHMFFDE56CA,11,32.12,見其它登記事項,鋼筋混凝土造,95年4月10日,十二層,
RPSNMLSKNHMFFDE78CA,29,121.39,,鋼筋混凝土造,77年6月23日,五層,五層 電梯樓梯間
RPOOMLSKNHMFFDE48CA,23,80.78,工業用,鋼筋混凝土造,83年2月8日,十三層,六層
RPOOMLSKNHMFFDE48CA,23,26.27,見使用執照,鋼筋混凝土造,83年2月8日,十三層,
RPUOMLSKNHMFFDE09CA,18,68.44,住家用,鋼筋混凝土造,88年6月28日,九層,四層
RPUOMLSKNHMFFDE09CA,18,45.81,見使用執照,鋼筋混凝土造,88年6月28日,九層,
RPQPMLSKNHMFFDE78CA,46,70.05,住家用,加強磚造,60年8月20日,三層,一層 二層 三層
RPQNMLTKNHMFFDE68CA,35,56.82,,鋼筋混凝土造,70年12月22日,十二層,五層
RPQNMLTKNHMFFDE68CA,35,12.72,,鋼筋混凝土造,70年12月22日,十二層,
RPPNMLLLNHMFFDE87CA,1,125.52,見其它登記事項,鋼筋混凝土造,105年9月1日,十五層,十四層
RPPNMLLLNHMFFDE87CA,1,139.91,見其它登記事項,鋼筋混凝土造,105年9月1日,十五層,
RPTNMLNLNHMFFDE48CA,38,113.62,,鋼筋混凝土造,68年8月30日,五層,二層
RPVOMLNLNHMFFDE78CA,21,119.46,住家用,鋼筋混凝土造,84年12月19日,十六層,六層
RPVOMLNLNHMFFDE78CA,21,49.64,見使用執照,鋼筋混凝土造,84年12月19日,十六層,
RPXNMLOLNHMFFDE98CA,33,108.03,住家用,鋼筋混凝土造,72年12月2日,五層,一層
RPPOMLOLNHMFFDE28CA,2,56.97,住家用,鋼筋混凝土造,104年8月25日,九層,五層
RPPOMLOLNHMFFDE28CA,2,31.64,見其它登記事項,鋼筋混凝土造,104年8月25日,九層,
RPVNMLPLNHMFFDE88CA,11,8.76,商業用,鋼筋混凝土造,95年7月26日,十層,八層
RPVNMLPLNHMFFDE88CA,,7.78,見其它登記事項,鋼筋混凝土造,,十層,
RPQPMLQLNHMFFDE68CA,11,8.66,商業用,鋼筋混凝土造,95年7月26日,十層,十層
RPQPMLQLNHMFFDE68CA,,5.46,見其它登記事項,鋼筋混凝土造,,十層,
RPRPMLQLNHMFFDE78CA,9,25.87,住家用,鋼筋混凝土造,97年1月16日,十三層,三層
RPRPMLQLNHMFFDE78CA,9,2.98,見其它登記事項,鋼筋混凝土造,97年1月16日,十三層,
RPRPMLQLNHMFFDE78CA,9,13.34,見其它登記事項,鋼筋混凝土造,97年1月16日,十三層,
RPTPMLQLNHMFFDE98CA,18,31.20,住家用,鋼筋混凝土造,88年7月31日,十四層,八層
RPTPMLQLNHMFFDE98CA,18,11.35,見使用執照,鋼筋混凝土造,88年7月31日,十四層,
RPTNMLLMNHMFFDE38CA,15,81.01,住家用,鋼筋混凝土造,90年11月30日,十三層,三層
RPTNMLLMNHMFFDE38CA,15,58.82,見使用執照,鋼筋混凝土造,90年11月30日,十三層,
RPWNMLLMNHMFFDE68CA,27,29.24,,鋼筋混凝土造,79年9月17日,十二層,十二層
RPWNMLLMNHMFFDE68CA,27,13.85,,鋼筋混凝土造,79年9月10日,十二層,
RPXOMLPJOHMFFDE09CA,43,96.22,,加強磚造,62年11月19日,二層,一層 二層 騎樓
RPXNMLRJOHMFFDE56CA,35,36.76,,鋼筋混凝土造,70年12月10日,十二層,地下層
RPXNMLRJOHMFFDE56CA,35,128.11,,鋼筋混凝土造,70年12月10日,十二層,六層
RPXNMLRJOHMFFDE56CA,35,14.33,,鋼筋混凝土造,70年12月10日,十二層,
RPXNMLRJOHMFFDE56CA,35,.24,,鋼筋混凝土造,70年12月10日,十二層,
RPUOMLRJOHMFFDE98CA,3,88.97,住家用,鋼筋混凝土造,102年10月23日,十五層,四層
RPUOMLRJOHMFFDE98CA,3,60.72,共有部分,鋼筋混凝土造,102年10月23日,十五層,
RPPNMLLKOHMFFDE87CA,2,67.96,住家用,鋼筋混凝土造,103年12月17日,十五層,十四層
RPPNMLLKOHMFFDE87CA,2,61.98,共有部分,鋼筋混凝土造,103年12月17日,十五層,
RPQNMLLKOHMFFDE97CA,2,67.96,住家用,鋼筋混凝土造,103年12月17日,十五層,三層
RPQNMLLKOHMFFDE97CA,2,61.98,共有部分,鋼筋混凝土造,103年12月17日,十五層,
RPXNMLNKOHMFFDE88CA,35,39.90,,鋼筋混凝土造,70年12月26日,五層,二層
RPUNMLRKNHMFFEE98CA,45,94.20,,加強磚造,61年1月1日,二層,一層 二層
RPTNMLSKNHMFFEE98CA,23,108.77,見其它登記事項,見其它登記事項,83年6月28日,十九層,二層
RPTNMLSKNHMFFEE98CA,23,11.21,見使用執照,鋼筋混凝土造,83年6月28日,十九層,
RPTNMLTKNHMFFEE09CA,48,115.20,,加強磚造,58年3月10日,二層,一層 二層
RPRNMLKLNHMFFEE08CA,17,136.22,見其它登記事項,見其它登記事項,88年11月17日,二十三層,十層 十一層
RPRNMLKLNHMFFEE08CA,17,75.18,見使用執照,見使用執照,88年11月17日,二十三層,
RPUNMLMLNHMFFEE58CA,1,123.95,見其它登記事項,見其它登記事項,105年9月21日,十八層,五層
RPUNMLMLNHMFFEE58CA,1,69.93,見其它登記事項,見其它登記事項,105年9月21日,十八層,
RPPOMLMLNHMFFEE18CA,18,112.77,住家用,見使用執照,88年3月3日,十六層,一層
RPPOMLMLNHMFFEE18CA,18,60.44,住家用,見使用執照,88年3月3日,十六層,
RPPNMLNLNHMFFEE18CA,42,104.13,,加強磚造,63年10月23日,二層,一層 二層
RPUNMLNLNHMFFEE68CA,1,99.70,見其它登記事項,見其它登記事項,105年2月23日,二十一層,十二層
RPUNMLNLNHMFFEE68CA,1,99.79,見其它登記事項,見其它登記事項,105年2月23日,二十一層,
RPXQMLNLNHMFFEE66CA,,101.07,見其它登記事項,見其它登記事項,105年11月30日,十五層,十層
RPXQMLNLNHMFFEE66CA,,66.68,見其它登記事項,見其它登記事項,105年11月30日,十五層,
RPORMLNLNHMFFEE48CA,,101.07,見其它登記事項,見其它登記事項,105年11月30日,十五層,十二層
RPORMLNLNHMFFEE48CA,,66.68,見其它登記事項,見其它登記事項,105年11月30日,十五層,
RPPRMLNLNHMFFEE58CA,,83.88,見其它登記事項,見其它登記事項,105年11月30日,十五層,四層
RPPRMLNLNHMFFEE58CA,,56.31,見其它登記事項,見其它登記事項,105年11月30日,十五層,
RPVNMLOLNHMFFEE88CA,21,84.76,見其它登記事項,見其它登記事項,85年1月12日,十九層,十四層
RPVNMLOLNHMFFEE88CA,21,27.78,見使用執照,鋼筋混凝土造,85年1月12日,十九層,
RPWPMLPLNHMFFEE66CA,3,119.16,住家用,鋼筋混凝土造,103年2月27日,十五層,五層
RPWPMLPLNHMFFEE66CA,3,73.86,見其它登記事項,鋼筋混凝土造,103年2月27日,十五層,
RPQQMLPLNHMFFEE78CA,2,93.62,見其它登記事項,見其它登記事項,104年2月16日,二十三層,五層
RPQQMLPLNHMFFEE78CA,2,63.54,見其它登記事項,見其它登記事項,104年2月16日,二十三層,
RPXPMLQLNHMFFEE86CA,11,88.64,見其它登記事項,見其它登記事項,94年12月1日,十五層,五層
RPXPMLQLNHMFFEE86CA,11,49.59,見其它登記事項,鋼筋混凝土造,94年12月1日,十五層,
RPQOMLLMNHMFFEE28CA,13,90.35,見其它登記事項,見其它登記事項,93年7月22日,十四層,七層
RPQOMLLMNHMFFEE28CA,13,54.40,見使用執照,見使用執照,93年7月22日,十四層,
RPROMLLMNHMFFEE38CA,38,80.21,,鋼筋混凝土造,68年5月21日,四層,一層 騎樓
RPRQMLLMNHMFFEE58CA,2,113.59,見其它登記事項,見其它登記事項,104年8月3日,十五層,十三層
RPRQMLLMNHMFFEE58CA,2,114.10,見其它登記事項,見其它登記事項,104年8月3日,十五層,
RPTOMLMJOHMFFEE48CA,3,114.44,見其它登記事項,見其它登記事項,103年5月2日,十五層,十五層
RPTOMLMJOHMFFEE48CA,3,86.61,見其它登記事項,見其它登記事項,103年5月2日,十五層,
RPRQMLRJOHMFFEE98CA,3,111.84,見其它登記事項,見其它登記事項,103年5月2日,十五層,六層
RPRQMLRJOHMFFEE98CA,3,84.91,見其它登記事項,見其它登記事項,103年5月2日,十五層,
RPXNMLSJOHMFFEE76CA,3,61.26,見其它登記事項,見其它登記事項,103年7月4日,二十八層,
RPPNMLNKOHMFFEE18CA,2,67.94,見其它登記事項,見其它登記事項,103年11月10日,十五層,十三層
RPPNMLNKOHMFFEE18CA,2,48.58,見其它登記事項,見其它登記事項,103年11月10日,十五層,
RPWNMLRKNHMFFFE66CA,21,177.31,住家用,鋼筋混凝土造,85年1月16日,四層,一層 二層 三層 四層
RPPNMLMLNHMFFFE18CA,23,224.52,住家用,鋼筋混凝土造,83年3月1日,四層,一層 二層 三層 四層 防空避難室
RPPNMLMLNHMFFFE18CA,23,15.11,共有部份,鋼筋混凝土造,83年3月1日,四層,
RPRNMLPLNHMFFFE68CA,43,86.00,住家用,加強磚造,63年4月24日,二層,一層 二層
RPQPMLRKNHMFFGE98CA,2,98.57,見其他登記事項,見其他登記事項,104年3月21日,十一層,九層
RPQPMLRKNHMFFGE98CA,2,55.79,見其他登記事項,見其他登記事項,104年3月21日,十一層,
RPUPMLRKNHMFFGE76CA,23,80.85,住家用,鋼筋混凝土造,83年8月18日,七層,二層
RPUPMLRKNHMFFGE76CA,23,.13,住家用,鋼筋混凝土造,83年8月18日,七層,一層 騎樓
RPUPMLRKNHMFFGE76CA,23,.13,住家用,鋼筋混凝土造,83年8月18日,七層,一層 騎樓
RPUPMLRKNHMFFGE76CA,23,27.58,共有部份,鋼筋混凝土造,83年8月18日,七層,
RPUPMLRKNHMFFGE76CA,23,.05,共有部份,鋼筋混凝土造,83年8月18日,七層,
RPUPMLRKNHMFFGE76CA,23,.05,共有部份,鋼筋混凝土造,83年8月18日,七層,
RPVPMLRKNHMFFGE86CA,23,120.31,住家用,鋼筋混凝土造,83年2月16日,十層,五層
RPVPMLRKNHMFFGE86CA,23,42.85,共有部份,鋼筋混凝土造,83年2月16日,十層,
RPXPMLRKNHMFFGE07CA,3,92.40,見其他登記事項,見其他登記事項,103年2月10日,十二層,十二層
RPXPMLRKNHMFFGE07CA,3,76.24,見其他登記事項,見其他登記事項,103年2月10日,十二層,
RPSQMLRKNHMFFGE66CA,3,91.70,見其他登記事項,見其他登記事項,103年2月10日,十二層,四層
RPSQMLRKNHMFFGE66CA,3,76.69,見其他登記事項,見其他登記事項,103年2月10日,十二層,
RPXNMLRKNHMFFGE86CA,33,89.24,住家用,鋼筋混凝土造,73年9月15日,五層,五層
RPROMLRKNHMFFGE98CA,1,87.32,見其他登記事項,見其他登記事項,105年2月23日,十五層,十五層
RPROMLRKNHMFFGE98CA,1,86.29,見其他登記事項,見其他登記事項,105年2月23日,十五層,
RPQOMLSKNHMFFGE98CA,,97.52,見其他登記事項,見其他登記事項,105年11月1日,十五層,二層
RPQOMLSKNHMFFGE98CA,,71.90,見其他登記事項,見其他登記事項,105年11月1日,十五層,
RPVOMLSKNHMFFGE86CA,,58.77,見其他登記事項,見其他登記事項,105年11月1日,十五層,三層
RPVOMLSKNHMFFGE86CA,,52.54,見其他登記事項,見其他登記事項,105年11月1日,十五層,
RPWOMLSKNHMFFGE96CA,,57.97,見其他登記事項,見其他登記事項,105年11月1日,十五層,九層
RPWOMLSKNHMFFGE96CA,,49.27,見其他登記事項,見其他登記事項,105年11月1日,十五層,
RPXOMLSKNHMFFGE07CA,,97.52,見其他登記事項,見其他登記事項,105年11月1日,十五層,三層
RPXOMLSKNHMFFGE07CA,,71.90,見其他登記事項,見其他登記事項,105年11月1日,十五層,
RPSPMLSKNHMFFGE66CA,,57.97,見其他登記事項,見其他登記事項,105年11月1日,十五層,六層
RPSPMLSKNHMFFGE66CA,,30.92,見其他登記事項,見其他登記事項,105年11月1日,十五層,
RPWNMLSKNHMFFGE86CA,3,636.31,見其他登記事項,見其他登記事項,103年5月20日,五層,一層 二層 三層 四層 五層 騎樓
RPOQMLMLNHMFFGE48CA,8,69.65,見其他登記事項,見其他登記事項,98年3月30日,十四層,二層
RPOQMLMLNHMFFGE48CA,8,53.98,見其他登記事項,見其他登記事項,98年3月30日,十四層,
RPPNMLNLNHMFFGE38CA,36,176.72,住商用,鋼筋混凝土造,69年11月22日,三層,一層 二層 三層 騎樓 地下層
RPXOMLNLNHMFFGE66CA,2,90.26,見其他登記事項,見其他登記事項,104年9月17日,十四層,十三層
RPXOMLNLNHMFFGE66CA,2,73.40,見其他登記事項,見其他登記事項,104年9月17日,十四層,
RPWNMLOLNHMFFGE56CA,36,73.53,住家用,鋼筋混凝土造,69年11月27日,五層,一層
RPTNMLRLNHMFFGE56CA,46,262.62,住商用,加強磚造,60年5月30日,三層,一層 二層 三層 屋頂突出物
RPUOMLLMNHMFFGE88CA,22,79.21,住家用,鋼筋混凝土造,84年4月26日,十六層,七層
RPUOMLLMNHMFFGE88CA,22,22.88,共有部份,鋼筋混凝土造,84年4月26日,十六層,
RPTOMLLJOHMFFGE58CA,1,82.62,見其他登記事項,見其他登記事項,105年1月22日,十五層,六層
RPTOMLLJOHMFFGE58CA,1,61.22,見其他登記事項,見其他登記事項,105年1月22日,十五層,
RPPNMLMJOHMFFGE18CA,6,80.97,見其他登記事項,鋼筋混凝土造,100年8月30日,十五層,十二層
RPPNMLMJOHMFFGE18CA,6,55.54,見其他登記事項,鋼筋混凝土造,100年8月30日,十五層,
RPTOMLNJOHMFFGE78CA,23,91.24,住家用,鋼筋混凝土造,83年4月21日,七層,五層
RPTOMLNJOHMFFGE78CA,23,23.23,共有部份,鋼筋混凝土造,83年4月21日,七層,
RPWOMLPJOHMFFGE66CA,24,84.98,住家用,鋼筋混凝土造,82年6月9日,十二層,十一層
RPWOMLPJOHMFFGE66CA,24,39.88,共有部份,鋼筋混凝土造,82年6月9日,十二層,
RPUPMLQJOHMFFGE66CA,25,90.74,住家用,鋼筋混凝土造,81年4月7日,七層,二層
RPUPMLQJOHMFFGE66CA,25,18.82,共有部份,鋼筋混凝土造,81年4月7日,七層,
RPXPMLSJOHMFFGE17CA,35,58.72,住家用,鋼筋混凝土造,71年4月30日,五層,四層
RPPNMLSKNHMFFHE88CA,20,35.75,住家用,鋼筋混凝土造,86年3月17日,八層,六層
RPPNMLSKNHMFFHE88CA,20,25.50,見其他登記事項,鋼筋混凝土造,86年3月17日,八層,
RPROMLQKNHMFFIE09CA,3,288.42,見其他登記事項,鋼筋混凝土造,103年5月26日,四層,一層 二層 三層 四層 見其他登記事項
RPSOMLQKNHMFFIE56CA,,263.63,見其他登記事項,鋼筋混凝土造,105年11月7日,五層,一層 二層 三層 四層 五層
RPSOMLQKNHMFFIE56CA,,.48,見其他登記事項,鋼筋混凝土造,105年11月7日,一層,
RPVNMLRKNHMFFIE86CA,24,154.98,住家用,鋼筋混凝土造,82年7月16日,四層,一層 二層 三層 四層 騎樓
RPRNMLSKNHMFFIE56CA,,189.41,住家用,鋼筋混凝土造,106年3月9日,三層,一層 二層 三層
RPTNMLSKNHMFFIE76CA,1,100.25,住家用,鋼筋混凝土造,105年10月24日,三層,一層 二層 三層
RPTNMLSKNHMFFIE76CA,1,100.25,住家用,鋼筋混凝土造,105年10月24日,三層,一層 二層 三層
RPROMLSKNHMFFIE66CA,42,93.60,住商用,加強磚造,64年4月1日,二層,一層 二層 陽台
RPWNMLTKNHMFFIE17CA,2,438.90,見其他登記事項,鋼筋混凝土造,104年1月26日,五層,一層 二層 三層 四層 五層
RPQOMLNLNHMFFIE78CA,2,87.83,見其他登記事項,鋼筋混凝土造,104年4月20日,十五層,二層
RPQOMLNLNHMFFIE78CA,2,65.05,見其他登記事項,鋼筋混凝土造,104年4月20日,十五層,
RPRNMLQLNHMFFIE09CA,3,211.16,見其他登記事項,鋼筋混凝土造,103年10月14日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLQLNHMFFIE09CA,3,211.16,見其他登記事項,鋼筋混凝土造,103年10月14日,四層,一層 二層 三層 四層 見其他登記事項
RPPOMLQLNHMFFIE98CA,2,222.44,見其他登記事項,鋼筋混凝土造,103年11月27日,四層,一層 二層 三層 四層 見其他登記事項
RPQNMLNJOHMFFIE58CA,16,175.39,見使用執照,鋼筋混凝土造,90年1月17日,三層,一層 二層 三層 屋頂突出物
RPSOMLNJOHMFFIE88CA,22,66.80,住家用,鋼筋混凝土造,84年9月15日,十六層,三層
RPSOMLNJOHMFFIE88CA,22,10.02,見其他登記事項,鋼筋混凝土造,84年9月15日,十六層,
RPSOMLNJOHMFFIE88CA,22,10.15,見使用執照,鋼筋混凝土造,84年9月15日,十六層,
RPSNMLQJOHMFFIE09CA,,88.63,見其他登記事項,鋼筋混凝土造,106年3月13日,十五層,六層
RPSNMLQJOHMFFIE09CA,,78.98,見其他登記事項,鋼筋混凝土造,106年3月13日,十五層,
RPUNMLQJOHMFFIE66CA,,88.63,見其他登記事項,鋼筋混凝土造,106年3月13日,十五層,十層
RPUNMLQJOHMFFIE66CA,,78.98,見其他登記事項,鋼筋混凝土造,106年3月13日,十五層,
RPVNMLQJOHMFFIE76CA,,65.03,見其他登記事項,鋼筋混凝土造,106年3月13日,十五層,十三層
